DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,COMMON_CONTROL,MULTIPLE_MEASUREMENT,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
222,scopus3747,fenitrothion,1.6,LC50,0.32,0.27,CI_95,3,5,"3 tanks, 5 individuals per tank",11% spray,1.6,LC50,0.225,0.336,CI_95,3,5,"3 tanks, 5 individuals per tank",n/a,scopus3747_a,scopus3747_1,Salmo salar,atlantic salmon,n/a,Teleostei ,Chordata,Animalia,Aquatic,juvenile,96,insecticide,NO,n/a,environmental,acute,16,6.01,fed,n/a,NO,9.6,NO,spray,NO,YES,1989,sample size was unclear. For the 96h LC50 values all I says was fish were housed in groups of 5. For the 7day work they said 3x5 though. I assumed they used this for the 96h LC50 experiment as well. 
223,wos45,glyphosate,>300,LC50,n/a,n/a,n/a,4,5,"4 containers, 5 individuals",Roundup Ultramax,6.76,LC50,0.31,0.35,CI_95,4,5,"4 containers, 5 individuals",probit,wos45_a,wos_45_1,Leptodactylus latrans,creole frog,Rio de la Plata Estuary/El pescado stream floodplain,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,n/a,environmental,acute,25,n/a,fed,25 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2016,n/a
224,wos45,glyphosate,>300,LC50,n/a,n/a,n/a,4,5,"4 containers, 5 individuals",Roundup Ultramax,3.86,LC50,0.26,0.25,CI_95,4,5,"4 containers, 5 individuals",probit,wos45_b,wos_45_1,Leptodactylus latrans,creole frog,Rio de la Plata Estuary/El pescado stream floodplain,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,n/a,environmental,acute,25,n/a,fed,25 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2016,n/a
225,wos45,glyphosate,>300,LC50,n/a,n/a,n/a,4,5,"4 containers, 5 individuals",Roundup Ultramax,3.28,LC50,0.25,0.18,CI_95,4,5,"4 containers, 5 individuals",probit,wos45_c,wos_45_1,Leptodactylus latrans,creole frog,Rio de la Plata Estuary/El pescado stream floodplain,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,72,herbicide,NO,n/a,environmental,acute,25,n/a,fed,25 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2016,n/a
226,wos45,glyphosate,>300,LC50,n/a,n/a,n/a,4,5,"4 containers, 5 individuals",Roundup Ultramax,3.26,LC50,0.22,0.17,CI_95,4,5,"4 containers, 5 individuals",probit,wos45_d,wos_45_1,Leptodactylus latrans,creole frog,Rio de la Plata Estuary/El pescado stream floodplain,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,n/a,environmental,acute,25,n/a,fed,25 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2016,n/a
227,wos45,glyphosate,>300,LC50,n/a,n/a,n/a,4,5,"4 containers, 5 individuals",Roundup Ultramax,7.13,LC50,0.33,0.42,CI_95,4,5,"4 containers, 5 individuals",probit,wos45_e,wos_45_2,Leptodactylus latrans,creole frog,Rio de la Plata Estuary/El pescado stream floodplain,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,n/a,environmental,acute,25,n/a,starved,25 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2016,n/a
228,wos45,glyphosate,>300,LC50,n/a,n/a,n/a,4,5,"4 containers, 5 individuals",Roundup Ultramax,5.7,LC50,0.28,0.27,CI_95,4,5,"4 containers, 5 individuals",probit,wos45_f,wos_45_2,Leptodactylus latrans,creole frog,Rio de la Plata Estuary/El pescado stream floodplain,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,n/a,environmental,acute,25,n/a,starved,25 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2016,n/a
229,wos45,glyphosate,>300,LC50,n/a,n/a,n/a,4,5,"4 containers, 5 individuals",Roundup Ultramax,4.17,LC50,0.9,0.48,CI_95,4,5,"4 containers, 5 individuals",probit,wos45_g,wos_45_2,Leptodactylus latrans,creole frog,Rio de la Plata Estuary/El pescado stream floodplain,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,72,herbicide,NO,n/a,environmental,acute,25,n/a,starved,25 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2016,n/a
230,wos45,glyphosate,>300,LC50,n/a,n/a,n/a,4,5,"4 containers, 5 individuals",Roundup Ultramax,9.61,LC50,0.69,1.84,CI_95,4,5,"4 containers, 5 individuals",probit,wos45_h,wos_45_3,Leptodactylus latrans,creole frog,Rio de la Plata Estuary/El pescado stream floodplain,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,72,herbicide,NO,n/a,environmental,acute,25,n/a,fed,36 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2016,n/a
231,wos45,glyphosate,>300,LC50,n/a,n/a,n/a,4,5,"4 containers, 5 individuals",Roundup Ultramax,8.67,LC50,0.55,0.61,CI_95,4,5,"4 containers, 5 individuals",probit,wos45_i,wos_45_3,Leptodactylus latrans,creole frog,Rio de la Plata Estuary/El pescado stream floodplain,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,n/a,environmental,acute,25,n/a,fed,36 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2016,n/a
232,wos91,diuron,10.4,IC50,1.9,1.8,CI_95,3,1,triplicate,Nortox® 500 SC,9.3,IC50,1.2,1.2,CI_95,3,1,triplicate,three parameter logistic,wos91_a,wos91_1,Raphidocelis subcapitata,n/a,Federal University of Sao Carlos,Chlorophyceae,Chlorophyta,Plantae,Aquatic,n/a,96,herbicide,NO,n/a,environmental,acute,25,7.8,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2017,n/a
233,wos91,carbofuran,7426.5,IC50,1807.6,1807.7,CI_95,3,1,triplicate,Furadan® 350 SC,6974.7,IC50,1164.3,1164.4,CI_95,3,1,triplicate,three parameter logistic,wos91_b,wos91_2,Raphidocelis subcapitata,n/a,Federal University of Sao Carlos,Chlorophyceae,Chlorophyta,Plantae,Aquatic,n/a,96,herbicide,NO,n/a,environmental,acute,25,7.8,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2017,n/a
234,wos26,diuron,94.6,LC50,9.7,9.8,CI_95,4,10,"4 containers, 10 individuals",Nortox® 500 SC,154.6,LC50,16.6,16.6,CI_95,4,10,"4 containers, 10 individuals",three parameter logistic,wos26_a,wos26_1,Paramecium caudatum,n/a,Monjolinho Reservoir,Ciliatea ,Ciliophora,Protozoa,Aquatic,n/a,2,herbicide,NO,n/a,environmental,acute,25,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2016,adapted existing regulatory guidelines.
235,wos26,diuron,81,LC50,10.2,10.2,CI_95,4,10,"4 containers, 10 individuals",Nortox® 500 SC,112.7,LC50,11.2,11.1,CI_95,4,10,"4 containers, 10 individuals",three parameter logistic,wos26_b,wos26_1,Paramecium caudatum,n/a,Monjolinho Reservoir,Ciliatea ,Ciliophora,Protozoa,Aquatic,n/a,3,herbicide,NO,n/a,environmental,acute,25,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2016,adapted existing regulatory guidelines.
236,wos26,diuron,73.6,LC50,7.2,7.2,CI_95,4,10,"4 containers, 10 individuals",Nortox® 500 SC,78.3,LC50,6.7,6.6,CI_95,4,10,"4 containers, 10 individuals",three parameter logistic,wos26_c,wos26_1,Paramecium caudatum,n/a,Monjolinho Reservoir,Ciliatea ,Ciliophora,Protozoa,Aquatic,n/a,4,herbicide,NO,n/a,environmental,acute,25,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2016,adapted existing regulatory guidelines.
237,wos26,diuron,64.6,LC50,6.9,7,CI_95,4,10,"4 containers, 10 individuals",Nortox® 500 SC,62.4,LC50,5.3,5.3,CI_95,4,10,"4 containers, 10 individuals",three parameter logistic,wos26_d,wos26_1,Paramecium caudatum,n/a,Monjolinho Reservoir,Ciliatea ,Ciliophora,Protozoa,Aquatic,n/a,6,herbicide,NO,n/a,environmental,acute,25,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2016,adapted existing regulatory guidelines.
238,wos26,diuron,7.1,LC50,1.2,1.19,CI_95,4,50,"4 containers, 50 individuals",Nortox® 500 SC,6.78,LC50,1.9,1.89,CI_95,4,50,"4 containers, 50 individuals",three parameter logistic,wos26_e,wos26_2,Paramecium caudatum,n/a,Monjolinho Reservoir,Ciliatea ,Ciliophora,Protozoa,Aquatic,n/a,24,herbicide,NO,n/a,environmental,chronic,25,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2016,adapted existing regulatory guidelines.
239,wos26,carbofuran,239.3,LC50,5.6,5.6,CI_95,4,10,"4 containers, 10 individuals",Furadan® 350 SC,170,LC50,2.3,2.4,CI_95,4,10,"4 containers, 10 individuals",three parameter logistic,wos26_f,wos26_3,Paramecium caudatum,n/a,Monjolinho Reservoir,Ciliatea ,Ciliophora,Protozoa,Aquatic,n/a,2,herbicide,NO,n/a,environmental,acute,25,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2016,adapted existing regulatory guidelines.
240,wos26,carbofuran,200.6,LC50,9.2,9.1,CI_95,4,10,"4 containers, 10 individuals",Furadan® 350 SC,119.7,LC50,3.3,3.3,CI_95,4,10,"4 containers, 10 individuals",three parameter logistic,wos26_g,wos26_3,Paramecium caudatum,n/a,Monjolinho Reservoir,Ciliatea ,Ciliophora,Protozoa,Aquatic,n/a,3,herbicide,NO,n/a,environmental,acute,25,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2016,adapted existing regulatory guidelines.
241,wos26,carbofuran,174,LC50,10.7,10.8,CI_95,4,10,"4 containers, 10 individuals",Furadan® 350 SC,98.5,LC50,3.5,3.5,CI_95,4,10,"4 containers, 10 individuals",three parameter logistic,wos26_h,wos26_3,Paramecium caudatum,n/a,Monjolinho Reservoir,Ciliatea ,Ciliophora,Protozoa,Aquatic,n/a,4,herbicide,NO,n/a,environmental,acute,25,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2016,adapted existing regulatory guidelines.
242,wos26,carbofuran,142,LC50,5.1,5,CI_95,4,10,"4 containers, 10 individuals",Furadan® 350 SC,70.4,LC50,4.5,4.6,CI_95,4,10,"4 containers, 10 individuals",three parameter logistic,wos26_i,wos26_3,Paramecium caudatum,n/a,Monjolinho Reservoir,Ciliatea ,Ciliophora,Protozoa,Aquatic,n/a,6,herbicide,NO,n/a,environmental,acute,25,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2016,adapted existing regulatory guidelines.
243,wos26,carbofuran,22.95,LC50,7.35,7.35,CI_95,4,50,"4 containers, 50 individuals",Furadan® 350 SC,4.98,LC50,1.28,1.29,CI_95,4,50,"4 containers, 50 individuals",three parameter logistic,wos26_j,wos26_4,Paramecium caudatum,n/a,Monjolinho Reservoir,Ciliatea ,Ciliophora,Protozoa,Aquatic,n/a,24,herbicide,NO,n/a,environmental,acute,25,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2016,adapted existing regulatory guidelines.
244,wos2136,quintozene,707,LC50,341,659,CI_95,10,1,"10 individuals, housed separately",FFII,690.2,LC50,169.15,1623.16,CI_95,10,1,"10 individuals, housed separately",three parameter logistic,wos2136_a,wos2136_1,Oryzias latipes,japanese medaka,Carolina Biological Supply,Teleostei ,Chordata,Animalia,Aquatic,embryo,408,fungicide,NO,n/a,environmental,chronic,26,7.6,fed,n/a,NO,90,NO,granules,NO,YES,2008,n/a
245,scopus1818,glyphosate-IPA,>20,EC50,n/a,n/a,n/a,4,1,4 replicates,Atanor,12.08,EC50,3.15,3.15,SE,4,1,4 replicates,non-linear,scopus1818_a,scopus1818_1,Raphidocelis subcapitata,n/a,University of Buenos Aires,Chlorophyceae,Chlorophyta,Plantae,Aquatic,n/a,168,herbicide,NO,n/a,environmental,chronic,22,n/a,n/a,n/a,NO,n/a,YES,soluble concentrate,YES,n/a,2021,"also performed studies on s.acutus whether neither the formulation or AI had an effect. However, only tests between 0-20 with no associated range finding test so excluded. "
246,wos1189,glyphosate,18.2,LC50,0.8,0.7,CI_95,4,3,"4 replicates, 3 individuals per well",Roundup Max,21.8,LC50,2.3,2.4,CI_95,4,3,"4 replicates, 3 individuals per well",probit,wos1189_a,wos1189_1,Hydra vulgaris,fresh-water polyp,Watertox Bioassays Program of the International Development Research Center of Canada,Hydrozoa,Cnidaria,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,NO,n/a,NO,soluble concentrate,YES,n/a,2012,n/a
247,wos1189,cypermethrin,13.5,LC50,1.6,2,CI_95,4,3,"4 replicates, 3 individuals per well",Glextrin,9.9,LC50,0.9,0.8,CI_95,4,3,"4 replicates, 3 individuals per well",probit,wos1189_b,wos1189_2,Hydra vulgaris,fresh-water polyp,Watertox Bioassays Program of the International Development Research Center of Canada,Hydrozoa,Cnidaria,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,NO,n/a,NO,Emulsifiable concentrate,YES,n/a,2012,n/a
248,wos1189,chlorpyrifos,1.5,LC50,0.3,0.3,CI_95,4,3,"4 replicates, 3 individuals per well",PirfosGlex,1,LC50,0.2,0.2,CI_95,4,3,"4 replicates, 3 individuals per well",probit,wos1189_c,wos1189_3,Hydra vulgaris,fresh-water polyp,Watertox Bioassays Program of the International Development Research Center of Canada,Hydrozoa,Cnidaria,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,NO,n/a,NO,liquid formulation,YES,n/a,2012,n/a
249,wos1413,propetamphos,236,EC50,49,212,CI_95,4,1,4 replicates,Ectomort centenary,14,EC50,7.4,16.9,CI_95,4,1,4 replicates,n/a,wos1413_a,wos1413_1,river sediment microbes,n/a,Conwy Estuary,n/a,n/a,n/a,Aquatic,n/a,1,insecticide,NO,n/a,environmental,acute,n/a,n/a,n/a,n/a,NO,n/a,NO,sheep dip,YES,n/a,2011,difference between this and the other wos1413 effect size is dissolved organic matter. 0 for this one
250,wos1413,propetamphos,404,EC50,284,596,CI_95,4,1,4 replicates,Ectomort centenary,23,EC50,6.6,15,CI_95,4,1,4 replicates,n/a,wos1413_b,wos1413_2,river sediment microbes,n/a,Conwy Estuary,n/a,n/a,n/a,Aquatic,n/a,1,insecticide,NO,n/a,environmental,acute,n/a,n/a,n/a,n/a,NO,n/a,NO,sheep dip,YES,n/a,2011,difference between this and the other wos1413 effect size is dissolved organic matter. 40 for this one
251,wos5,glyphosate-IPA,10.2,EC50,-0.2,1,CI_95,2,1,2 replicates,Ron-do,9.08,EC50,0.68,0.62,CI_95,2,1,2 replicates,probit,wos5_a,wos5_1,Scenedesmus acutus,n/a,"Culture Collection of Algae, University of Göttingen, Germany",Chlorophyceae,Chlorophyta,Plantae,Aquatic,n/a,96,herbicide,NO,n/a,environmental,acute,22,7.5,n/a,n/a,YES,80.1,NO,soluble concentrate,YES,n/a,1997,negative lower CI for AI. Use upper.
252,wos5,glyphosate-IPA,7.2,EC50,2.8,1.7,CI_95,2,1,2 replicates,Ron-do,9.09,EC50,1.03,1.11,CI_95,2,1,2 replicates,probit,wos5_b,wos5_2,Scenedesmus quadricauda,n/a,Luján river,Chlorophyceae,Chlorophyta,Plantae,Aquatic,n/a,96,herbicide,NO,n/a,environmental,acute,22,7.5,n/a,n/a,YES,80.1,NO,soluble concentrate,YES,n/a,1997,n/a
253,wos397,glyphosate,33.1,IC50,11.5,14.8,CI_95,4,1,4 replicates,Roundup Max,9.2,IC50,4.8,8.1,CI_95,4,1,4 replicates,linear interpolation,wos397_a,wos397_1,Lemna gibba,n/a,"El pescado stream, Buenos Aires province",Liliopsida,Tracheophyta,Plantae,Aquatic,n/a,48,herbicide,NO,n/a,environmental,acute,24,6.5,n/a,n/a,YES,n/a,NO,soluble concentrate,YES,n/a,2007,n/a
254,wos397,glyphosate,22.6,IC50,2.3,3.1,CI_95,4,1,4 replicates,Roundup Max,15.9,IC50,1.6,1.6,CI_95,4,1,4 replicates,linear interpolation,wos397_b,wos397_1,Lemna gibba,n/a,"El pescado stream, Buenos Aires province",Liliopsida,Tracheophyta,Plantae,Aquatic,n/a,120,herbicide,NO,n/a,environmental,chronic,24,6.5,n/a,n/a,YES,n/a,NO,soluble concentrate,YES,n/a,2007,n/a
255,wos397,glyphosate,20.5,IC50,0.9,1.2,CI_95,4,1,4 replicates,Roundup Max,11.6,IC50,0.7,-9.5,CI_95,4,1,4 replicates,linear interpolation,wos397_c,wos397_1,Lemna gibba,n/a,"El pescado stream, Buenos Aires province",Liliopsida,Tracheophyta,Plantae,Aquatic,n/a,240,herbicide,NO,n/a,environmental,chronic,24,6.5,n/a,n/a,YES,n/a,NO,soluble concentrate,YES,n/a,2007,negative upper CI for formulation. Use lower arm. 
256,wos866,clomazone,59.9,EC50,7.1,8.1,CI_95,3,1,3 replicates,Rampa,38.7,EC50,3.9,4.3,CI_95,3,1,3 replicates,logarithmic regression,wos866_a,wos866_1,Lemna minor,n/a,"Institute of Pesticides and Environmental Protection, Serbia",Liliopsida,Tracheophyta,Plantae,Aquatic,n/a,168,herbicide,NO,n/a,environmental,chronic,24,n/a,n/a,n/a,YES,n/a,NO,Emulsifiable concentrate,YES,n/a,2021,multiple endpoints were looked at but fresh weight was extracted.
257,wos866,clomazone,59.9,EC50,7.1,8.1,CI_95,3,1,3 replicates,GAT,369.7,EC50,41.7,47,CI_95,3,1,3 replicates,logarithmic regression,wos866_a,wos866_2,Lemna minor,n/a,"Institute of Pesticides and Environmental Protection, Serbia",Liliopsida,Tracheophyta,Plantae,Aquatic,n/a,168,herbicide,NO,n/a,environmental,chronic,24,n/a,n/a,n/a,YES,n/a,NO,Aqueous capsule suspensions,YES,n/a,2021,multiple endpoints were looked at but fresh weight was extracted.
258,wos866,clomazone,1.2,EC50,1.2,1066.8,CI_95,3,1,3 replicates,Rampa,810,EC50,618.4,46649,CI_95,3,1,3 replicates,logarithmic regression,wos866_b,wos866_3,Myriophyllum aquaticum,n/a,"Institute of Pesticides and Environmental Protection, Serbia",Magnoliopsida,Tracheophyta,Plantae,Aquatic,n/a,168,herbicide,NO,n/a,environmental,chronic,24,n/a,n/a,n/a,YES,n/a,NO,Emulsifiable concentrate,YES,n/a,2021,multiple endpoints were looked at but fresh weight was extracted. Note the extremely wide CI. Don't think this model fitted properly.
259,wos866,clomazone,1.2,EC50,1.2,1066.8,CI_95,3,1,3 replicates,GAT,7.1,EC50,5.9,34.9,CI_95,3,1,3 replicates,logarithmic regression,wos866_b,wos866_4,Myriophyllum aquaticum,n/a,"Institute of Pesticides and Environmental Protection, Serbia",Magnoliopsida,Tracheophyta,Plantae,Aquatic,n/a,168,herbicide,NO,n/a,environmental,chronic,24,n/a,n/a,n/a,YES,n/a,NO,Aqueous capsule suspensions,YES,n/a,2021,multiple endpoints were looked at but fresh weight was extracted. Note the extremely wide CI. Don't think this model fitted properly.
260,wos291,chlorothalonil,14.9,EC50,2.4,2.5,CI_95,5,10,"5 replicates, 10 individuals",Bravo 500,41.3,EC50,10.4,10.4,CI_95,5,10,"5 replicates, 10 individuals",probit,wos291_a,wos291_1,Folsomia candida,n/a,"Centre for Functional Ecology, Portugal",Collembola ,Arthropoda,Animalia,Terrestrial,adult,696,fungicide,NO,n/a,environmental,chronic,20,n/a,fed,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2019,glyphosate/montana comparison was excluded as no effect for either and different concentration range tested for each.
261,scopus2687,permethrin,0.1,LC50,0.02,0.35,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",permethrin nano,2.5,LC50,1.12,1.63,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",n/a,scopus2687_a,scopus2687_1,Drosophila melanogaster,fruit fly,wild Canton-S,Insecta,Arthropoda,Animalia,Terrestrial,larvae,240,insecticide,YES,n/a,oral-food,chronic,n/a,n/a,fed,third instar,NO,n/a,NO,nanoparticles,UNSURE,n/a,2022,n/a
262,scopus2687,Cu,5,LC50,2.09,0.83,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",Cu nano,5,LC50,2.07,0.47,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",n/a,scopus2687_b,scopus2687_2,Drosophila melanogaster,fruit fly,wild Canton-S,Insecta,Arthropoda,Animalia,Terrestrial,larvae,240,bactericide/fungicide,YES,n/a,oral-food,chronic,n/a,n/a,fed,third instar,NO,n/a,NO,nanoparticles,UNSURE,n/a,2022,n/a
263,scopus2687,acephate,5,LC50,2.22,1.43,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",acephate nano,5,LC50,2.14,1.32,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",n/a,scopus2687_c,scopus2687_3,Drosophila melanogaster,fruit fly,wild Canton-S,Insecta,Arthropoda,Animalia,Terrestrial,larvae,240,insecticide,YES,n/a,oral-food,chronic,n/a,n/a,fed,third instar,NO,n/a,NO,nanoparticles,UNSURE,n/a,2022,n/a
264,scopus2687,validamycin,2.5,LC50,0.68,2.58,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",validamycin nano,2.5,LC50,0.55,1.97,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",n/a,scopus2687_d,scopus2687_4,Drosophila melanogaster,fruit fly,wild Canton-S,Insecta,Arthropoda,Animalia,Terrestrial,larvae,240,fungicide,YES,n/a,oral-food,chronic,n/a,n/a,fed,third instar,NO,n/a,NO,nanoparticles,UNSURE,n/a,2022,n/a
265,wos353,imidacloprid,97.9,LC50,16.5,29.8,CI_95,5,20,"5 containers, 20 daphnids",Confidor,38,LC50,6,10,CI_95,5,20,"5 containers, 20 daphnids",probit,wos353_a,wos353_1,Daphnia magna,water flea,n/a,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,24,insecticide,NO,n/a,environmental,acute,21,n/a,n/a,24,YES,n/a,NO,soluble concentrate,YES,n/a,2009,sample size was unclear but I think the extracted values are correct
266,wos353,imidacloprid,56.6,LC50,22.2,20.6,CI_95,5,20,"5 containers, 20 daphnids",Confidor,30,LC50,2,14,CI_95,5,20,"5 containers, 20 daphnids",probit,wos353_b,wos353_1,Daphnia magna,water flea,n/a,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,n/a,environmental,acute,21,n/a,n/a,24,YES,n/a,NO,soluble concentrate,YES,n/a,2009,sample size was unclear but I think the extracted values are correct
267,wos353,imidacloprid,61.9,IC50,0,0.1,CI_95,2,2,"2 trials, 2 replicates",Confidor,56,IC50,26,26,CI_95,2,2,"2 trials, 2 replicates",linear regression,wos353_c,wos353_2,Vibrio fischeri ,n/a,n/a,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.5,insecticide,NO,n/a,environmental,acute,15,n/a,n/a,n/a,YES,n/a,NO,soluble concentrate,YES,n/a,2009,"odd way of calculating CIs, See ai. "
268,wos353,imidacloprid,241,LC50,17,16,CI_95,6,7,"6 vessels, 7 fish",Confidor,214,LC50,12,16,CI_95,6,7,"6 vessels, 7 fish",probit,wos353_d,wos353_3,Danio rerio,zebrafish,Hamilton Buchanan,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,21,8.4,n/a,n/a,YES,140,NO,soluble concentrate,YES,n/a,2009,n/a
269,wos24,MCPA + dicamba,0.00000436,EC50,0.00000073,0.00000087,CI_95,2,2,duplicate x 2 occasions,Bindii and Clover Weeder,0.0000046,EC50,0.00000092,0.00000116,CI_95,2,2,duplicate x 2 occasions,log-logistic concentration-effect curve,wos24_a,wos24_1,Photobacterium leiognathi,n/a,n/a,Gammaproteobacteria,Pseudomonadota,Bacteria,Aquatic,n/a,0.5,herbicide,NO,n/a,environmental,acute,n/a,n/a,n/a,n/a,NO,n/a,NO,liquid formulation,YES,n/a,2018,used M so could compare between either AI and formulation or AI mixture and formulation. Could not extract some effect sizes because mixture of AIs included an additive too. Pyrethrum effect sizes could not be extracted because household product M values is sum of pyrethrum and PBO. Have to read reference cited on blt-screen method to realise that there is a duplicate on the plate (figure 1 of A sensitive and high throughput bacterial luminescence assay for assessing aquatic toxicity – the BLT-Screen). Then in the method text it says the assay was repeated on two occasion. This appears to be 2x2 then.
270,wos24,diazinon,0.002,EC50,0.001996,0.0893,CI_95,2,2,duplicate x 2 occasions,Crawly Cruncher,0.00011,EC50,0.000032,0.000045,CI_95,2,2,duplicate x 2 occasions,log-logistic concentration-effect curve,wos24_c,wos24_3,Photobacterium leiognathi,n/a,n/a,Gammaproteobacteria,Pseudomonadota,Bacteria,Aquatic,n/a,0.5,insecticide,NO,n/a,environmental,acute,n/a,n/a,n/a,n/a,NO,n/a,NO,ready to use,YES,n/a,2018,used M so could compare between either AI and formulation or AI mixture and formulation. Could not extract some effect sizes because mixture of AIs included an additive too. Have to read reference cited on blt-screen method to realise that there is a duplicate on the plate (figure 1 of A sensitive and high throughput bacterial luminescence assay for assessing aquatic toxicity – the BLT-Screen). Then in the method text it says the assay was repeated on two occasion. This appears to be 2x2 then.
271,wos24,diazinon,0.000169,EC50,0.000017,0.000019,CI_95,2,2,duplicate x 2 occasions,Crawly Cruncher,0.0000847,EC50,0.0000067,0.0000073,CI_95,2,2,duplicate x 2 occasions,log-logistic concentration-effect curve,wos24_e,wos24_5,Raphidocelis subcapitata,n/a,n/a,Chlorophyceae,Chlorophyta,Plantae,Aquatic,n/a,24,insecticide,NO,n/a,environmental,acute,n/a,n/a,n/a,n/a,NO,n/a,NO,ready to use,YES,n/a,2018,"used M so could compare between either AI and formulation or AI mixture and formulation. Could not extract some effect sizes because mixture of AIs included an additive too. The sample size is hard to intepret. It states, ""All samples were run independently two to three times"". However, I that is referring to the plate level. Replicates on the plate are not mentioned but I imagine they existed. I think the most likely structure is 2x2. Input."
