STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI,MORTALITY_SURVIVAL_ORGANISM_VIABILITY,LD50_WITH_CI_AVAILABLE,DATA_REQUEST_REQUIRED,OTHER_ENDPOINTS_STUDIED,COMMENTS
wos1991,Guy,YES,"Schleier, JJ; Peterson, RKD",toxicity and risk of permethrin and naled to non target insects after adult mosquito management,ECOTOXICOLOGY,"We derived laboratory LC50 values, assessed non-target insect risks, and conducted a field bioassay for ultra-low-volume (ULV) aerosol applications of insecticides used to manage adult mosquitoes. The house cricket, Acheta domesticus (L.), was used as an indicator species for medium- to large-bodied ground dwelling insects. The 24-h LC50 values for Permanone(A (R)) (formulated product of permethrin), Permanone + piperonyl butoxide (PBO), technical grade permethrin, and technical grade permethrin + PBO ranged from 0.052 to 0.9 mu g/cm(2). The 24 h LC50 for technical grade naled and Trumpet(A (R)) (formulated product of naled) were 0.038 and 0.44 mu g/cm(2), respectively. The synergist ratio was 2.65 for Permanone + PBO and 1.57 for technical grade permethrin + PBO. The toxicity of technical grade permethrin was about 10-fold greater than Permanone. A risk assessment using modeled estimated environmental concentrations resulted in risk quotients (RQ) that exceeded regulatory levels of concern, but when compared to field-derived actual environmental concentrations RQs did not exceed a regulatory level of concern, except in the case of technical grade naled. These results were expected because higher tiered risk assessments using field-verified data generally lead to lower risk estimates. Field bioassays using caged crickets showed no significant mortality for permethrin or naled after a single truck-mounted ULV application. The results of the risk assessment using actual environmental concentrations are supported by the field bioassays and suggest that a single ULV application of synergized or unsynergized permethrin and naled most likely will not result in population impacts on medium- to large-bodied insects.",2010,19,1140,1146,http://dx.doi.org/10.1007/s10646-010-0497-9,YES,YES,NO,n/a,n/a
wos236,Guy,YES,"Bonnet, JL; Bonnemoy, F; Dusser, M; Bohatier, J",toxicity assessment of the herbicides sulcotrione and mesotrione toward two reference environmental microorganisms: tetrahymena pyriformis and vibrio fischeri,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"The potential toxicity of sulcotrione (2-[2chloro-4-(methylsulfonyl) benzoyl]-1,3-cyclohexanedione) and mesotrione (2-[4-(methylsulfonyl)-2-nitrobenzoyl]-1,3-cyclohexanedione), two selective triketonic herbicides, was assessed using representative environmental microorganisms frequently used in ecotoxicology: the eukaryote Tetrahymena pyriformis and the prokaryote Vibrio fischeri. The aims were also to evaluate the toxicity of different known degradation products, to compare the toxicity of these herbicides with that of atrazine, and to assess the toxicity of the commercial herbicidal products Mikado((R)) and Callisto((R)). Toxicity assays involved the Microtox test, the T. pyriformis population growth impairment test, and the T. pyriformis nonspecific esterase activity test. For each compound, we report original data (IC50 values) on nontarget cells frequently used in ecotoxicology. Analytical standards sulcotrione and mesotrione showed no toxic effect on T. pyriformis population growth but a toxic influence was observed on nonspecific esterase activities of this microorganism and on metabolism of V. fischeri. Most of the degradation products studied and the two commercial formulations showed a greater toxicity than the parent molecules. Compared with the effect of atrazine, the toxicity of these triketonic herbicides was less than in T. pyriformis and greater than or the same as in V. fischeri. Additional work is needed to obtain a more accurate picture of the environmental impact of these herbicides. It will be necessary in future experiments to study the ecosystemic levels (aquatic and soil compartments) and to assess the potential toxicity of the newly discovered degradation products and of the additives accompanying the active ingredient in the commercial herbicidal formulations.",2008,55,576,583,http://dx.doi.org/10.1007/s00244-008-9145-2,YES,YES,NO,n/a,n/a
wos214,Guy,YES,"Joly, P; Bonnemoy, F; Charvy, JC; Bohatier, J; Mallet, C",toxicity assessment of the maize herbicides s metolachlor benoxacor mesotrione and nicosulfuron and their corresponding commercial formulations alone and in mixtures using the microtox (r) test,CHEMOSPHERE,"The Microtox (R) test, using the prokaryote Vibrio fischeri, was employed to assess the toxicity of the maize herbicides S-metolachlor, benoxacor, mesotrione and nicosulfuron, and their formulated compounds: Dual Gold Safeneur (R), Callisto (R) and Milagro (R); alone and in mixtures. For each compound we obtained original IC50 values, with consistent higher toxicities for formulated compounds compared to active ingredients alone. Mixtures of the four herbicides, prepared according to application doses encountered in agriculture, were found to be toxic at a lower concentration than single molecules. Mesotrione and nicosulfuron mixture appeared to be highly toxic to V. fischeri, however, this recommended post-emergence combination for maize crops got its toxicity decreased in formulated compound mixtures, suggesting that chemical interactions could potentially reduce the toxicity. Data comparisons to theoretical models showed a good prediction of mixture toxicity by Concentration Addition concept. Results seemed to exclude any synergistic effects on V. fischeri for the tested herbicide mixtures. Additional work coupling these bioassay data to ecosystemic level studies (aquatic and soil compartments) and data on additives and degradation products toxicity, will help to fill the gap in our knowledge of the environmental impact of these xenobiotics and in the choice of a more sustainable use of pesticides. (C) 2013 Elsevier Ltd. All rights reserved.",2013,93,2444,2450,http://dx.doi.org/10.1016/j.chemosphere.2013.08.074,YES,YES,NO,n/a,n/a
scopus97,Guy,YES,Tripathi G.; Shukla S.P.,toxicity bioassay of technical and commercial formulations of carbaryl to the freshwater catfish clarias batrachus,Ecotoxicology and Environmental Safety,"The acute toxicity of the carbamate insecticide, carbaryl, in technical and commercial formulations was investigated in the freshwater catfish, Clarias batrachus, after exposures of 24, 48, 72, and 96 hr. The ""trimmed Spearman-Karber method"" with 10% trimming was employed for the determination of median lethal concentration (LC(I)50). The LC(I)50 values of the commercial carbaryl (162.60, 134.08, 123.36, 107.66 mg/liter) decreased gradually with increase of exposure duration from 24, to 48, 72, and 96 hr, respectively. Similarly, the LC(I)50 values of technical grade carbaryl (61.14, 53.65, 48.85 mg/liter) decreased with increasing length of exposure. This reflects a time-dependent adaptability of the fish to the toxicant. Further, the technical grade compound was 2.5 times more toxic than the commercial preparation. This demonstrates the involvement of carbaryl as the active principle in acute toxicity testing, rather than the additive substances. Dermal desquamation was observed as a characteristic change in response to carbaryl exposure. © 1988.",1988,15,277,281,10.1016/0147-6513(88)90082-6,YES,YES,NO,n/a,n/a
wos67,Guy,YES,"Pereira, JL; Antunes, SC; Castro, BB; Marques, CR; Goncalves, AMM; Goncalves, F; Pereira, R",toxicity evaluation of three pesticides on non target aquatic and soil organisms: commercial formulation versus active ingredient,ECOTOXICOLOGY,"The Ecological Risk Assessment of pesticides requires data regarding their toxicity to aquatic and terrestrial non-target species. Such requirements concern active ingredient(s), generally not considering the noxious potential of commercial formulations. This work intends to contribute with novel information on the effects of short-term exposures to two herbicides, with different modes of action (Spasor(A (R)), Stam Novel Flo 480(A (R))), and an insecticide (Lannate(A (R))), as well as to corresponding active ingredients (Glyphosate, Propanil and Methomyl, respectively). The microalga Pseudokirchneriella subcapitata (growth inhibition), the cladoceran Daphnia magna (immobilisation), and the earthworm Eisenia andrei (avoidance behaviour) were used as test species. Both herbicides were innocuous to all test organisms at environmentally realistic concentrations, except for Stam and Propanil (highly toxic for Pseudokirchneriella; moderately toxic to Daphnia). Lannate and Methomyl were highly toxic to Daphnia and caused Eisenia to significantly avoid the spiked soil at realistic application rates. The toxicity of formulations either overestimated (e.g. Stam/Propanil for P. subcapitata) or underestimated (e.g. Stam/Propanil for D. magna) that of the active ingredient.",2009,18,455,463,http://dx.doi.org/10.1007/s10646-009-0300-y,YES,YES,NO,BEHAVIOUR/GROWTH/OXIDATIVE STRESS,n/a
wos159,Guy,YES,"Silva, CDE; de Rooij, W; Verweij, RA; van Gestel, CAM",toxicity in neonicotinoids to folsima candida and eisenia andrei,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"We compared the toxicity of the neonicotinoids imidacloprid, thiacloprid, thiamethoxam, acetamiprid, and clothianidin in terms of the survival and reproduction of 2 species of soil invertebrates, Folsomia candida and Eisenia andrei. Tests were performed using LUFA 2.2 natural soil, following standard protocols aimed at answering 2 questions: 1) Is there a difference in the toxicity between pure compound and its formulation? and 2) Is there a difference in the sensitivity of the species exposed to the same compound? For E. andrei, formulations and pure compounds had similar toxicity to both endpoints tested. For F. candida, acetamiprid and imidacloprid had different toxicities, with acetamiprid being 4 times more toxic to survival (median lethal concentration [LC50] 0.12 mg active substance [a.s.]/kg dry soil) and imidacloprid being 4 times more toxic to reproduction of the springtail (median effect concentration [EC50] 0.25 mg a.s./kg dry soil) than their commercial formulations. The most toxic compound to E. andrei was acetamiprid (LC50 0.80 and EC50 0.35-0.40 mg a.s./kg), and the most toxic to F. candida was clothianidin (LC50 0.07 and EC50 0.05 mg a.s./kg). Estimated risk ratios indicated that only one application/yr of clothianidin in the formulation Poncho (R) may pose a threat to the populations of springtails and earthworms. Environ Toxicol Chem 2020;39:548-555. (c) 2019 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals, Inc. on behalf of SETAC.",2020,39,548,555,http://dx.doi.org/10.1002/etc.4634,YES,YES,NO,REPRODUCTION,n/a
scopus3651,Guy,YES,Skelley J.R.,toxicity of 2‐sec‐butyl‐46‐dinitrophenol (dinoseb) and monosodium methanearsonate (msma) individually and in a mixture to channel catfish (ictalurus punctatus) and fathead minnows (pimephales promelas),Environmental Toxicology and Chemistry,"The toxicity of technical‐grade dinoseb, technical monosodium methanearsonate (MSMA), several formulations of each and a mixture of the two were tested using channel catfish (Ictalurus punctatus Rafinesque) and fathead minnows (Pimephales promelas Rafinesque) under standard conditions at 12°C in soft, reconstituted water. The 96‐h LC50s for technical dinoseb were 0.058 mg/L for channel catfish and 0.088 mg/L for fathead minnows. Differences among Vertac General®, Vertac Selective®, Premerge 3®, Gebutox® and technical dinoseb did not affect dinoseb toxicity to either fish species. The 96‐h LC50s for technical MSMA were 2,390 mg/L for channel catfish and 1,210 mg/L for fathead minnows. Formulation had a measurable effect on MSMA toxicity, with the Daconate® and Daconate 6® formulations nearly an order of magnitude more toxic than technical MSMA and Bueno 6® to both fish species. The mixture or joint toxicity of technical dinoseb and technical MSMA was greater than additive (synergistic), with additive toxicity indices for channel catfish and fathead minnows of 0.51 and 5.78, respectively. Copyright © 1989 SETAC",1989,8,623,628,10.1002/etc.5620080709,YES,YES,NO,n/a,n/a
scopus1290,Guy,YES,Green R.M.; Abdelghani A.A.,toxicity of a mixture of 24 dichlorophenoxyacetic acid and monosoduim methanearsonate to the red swamp crawfish procambarus clarkii.,International journal of environmental research and public health,"2,4-dichlorophenoxyacetic acid and monosodium methanearsonate are often sold in commercial herbicide mixtures. Toxicity studies have been performed for each herbicide individually, but there is a dearth of information concerning the toxicity of these herbicides in a mixture. The following study examined the toxicity of a mixture of these two herbicides in the red swamp crawfish, Procambarus clarkii. 96-hour acute toxicity assays were performed to determine whether surfactant significantly altered the toxicity of these herbicides individually or in combination. Markings additive index was calculated to identify the interactions of the herbicide mixture. Surfactant was observed to significantly increase the toxicity of 2,4-dichlorophenoxyacetic acid and the toxicity of the herbicide mixture. The herbicide mixture alone displayed half the toxicity of the individual herbicides, but the mixture with surfactant was twice as toxic as the individual herbicides. The synergistic action of surfactant may be attributed to increased pesticide absorption across biological membranes. 2,4-dichlorophenoxyacetic acid and surfactant may also compromise gill function, increasing the sensitivity of the crawfish to herbicide toxicity. The antagonistic effects of the herbicide mixture in the absence of surfactant may be caused by competition of both herbicides for the same sites of activity.",2004,1,35,38,10.3390/ijerph2004010035,YES,YES,NO,n/a,n/a
scopus2838,Guy,YES,Hill E.F.; Camardese M.B.,toxicity of anticholinesterase insecticides to birds: technical grade versus granular formulations,Ecotoxicology and Environmental Safety,"The acute toxicities of 13 granular anticholinesterase insecticides were compared with their technical grade active ingredients by administering single oral doses of chemical to adult Northern bobwhites (Colinus virginianus) and evaluating resultant LD50 values and doseresponse curves. Similar tests with ringed turtledoves (Streptopelia risoria) were conducted with five of the granular formulations to check for interspecific differences. The test chemicals were Amaze 15G (isofenphos), Counter 15G (terbufos), Dasanit 15G (fensulfothion), Diazinon 14G (diazinon), Di-Syston 15G (disulfoton), Dyfonate 20G (fonofos), Furadan 10G (carbofuran), Lorsban 15G (chlorpyrifos), Nemacur 15G (fenamiphos), Parathion 10G (parathion), Tattoo 10G (bendiocarb), Temik 15G (aldicarb), and Thimet 15G (phorate). Information is also presented on dose-response relations and their use in hazard assessment, granule size and hazard, response patterns, and toxic signs. The general conclusions were: (1) The organophosphates (fenamiphos and fensulfothion) and the carbamate (aldicarb) were the most toxic of the insecticides tested. (2) The granular formulation and its technical grade active ingredient were of equivalent toxicity, or the granular was significantly less toxic. (3) The dose-response curve enhances hazard assessment. (4) Ingestion of a single granule of Temik 15G was shown to be life threatening to bobwhite-sized birds, and ingestion of fewer than five granules could be lethal to sparrow-sized birds for Dasanit 15G, Diazinon 14G, Dyfonate 20G, Furadan 15G, and Nemacur 15G. (5) It is therefore suggested that the hazard associated with granular insecticides may be more dependent on which species (cf. size and feeding behavior) inhabit a treated area than on the actual application rate. © 1984.",1984,8,551,563,10.1016/0147-6513(84)90015-0,YES,YES,NO,n/a,n/a
wos2085,Guy,YES,"Stark, JD; Qiao, M; Banks, JE",toxicity of chlorantraniliprole and it's formulated product altacor (r) to individuals and populations of ceriodaphnia dubia richard,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"The toxicity of the insecticide chlorantraniliprole and its formulated product Altacor(R) was determined for the Cladoceran, Ceriodaphnia dubia Richard. Acute toxicity (48 h) and 21 d population studies were conducted. The hypothesis of this study was that these two compounds would have different toxicities. We conducted acute and chronic toxicity studies for each compound and compared the results to test this hypothesis. 48 h LC50s (95% CL) for chlorantraniliprole and Altacor(R) were 8.5 (6.6-11.5) and 6.0 (3.7-9.0) mu g chlorantraniliprole/L water, respectively. Therefore, chlorantraniliprole and Altacor(R) were equitoxic to C. dubia at LC50 based on overlap of the 95% CL. In the population study, chlorantraniliprole and Altacor(R) concentrations equivalent to the acute LC5, 10, 25, and 50 for each product were evaluated on populations of C. dubia. Number of individuals after 21 d was the endpoint evaluated. T-tests conducted at each LC value indicated that there was no significant difference in population size between these two products at each LC value evaluated. Previous studies show that toxicity can vary greatly between formulated and technical grade pesticides. However, our results show that chlorantraniliprole and its formulated product, Altacor(R) were equally toxic to C. dubia. Therefore, making assumptions about the toxicity of formulated and unformulated products is ill advised.",2022,109,996,1000,http://dx.doi.org/10.1007/s00128-022-03614-3,YES,YES,NO,n/a,n/a
wos937,Guy,YES,"De Silva, PMCS; Pathiratne, A; van Gestel, CAM",toxicity of chlorpyrifos carbofuran mancozeb and their formulations to the tropical earthworm perionyx excavatus,APPLIED SOIL ECOLOGY,"Effects of chlorpyrifos, carbofuran, mancozeb and their formulated products on survival, growth and reproduction of the tropical earthworm Perionyx excavatus were investigated in standard artificial soil. The toxicity of the three chemicals decreased in the order carbofuran > chlorpyrifos > mancozeb. In general, formulations were more toxic than the active ingredients, but differences in LC50 and ECx values were significant only in two cases and not more than a factor of 2.0. This could mainly be due to masking of the effects of additives in the soil. Comparison with available survival data revealed that A excavatus is more sensitive than the standard test species Eisenia andrei or E. fetida. The use of tropical species in the risk assessment of pesticides in tropical regions should therefore be encouraged. Crown Copyright (C) 2009 Published by Elsevier B.V. All rights reserved.",2010,44,56,60,http://dx.doi.org/10.1016/j.apsoil.2009.09.005,YES,YES,NO,REPRODUCTION,n/a
wos848,Guy,YES,"Stevanovic, M; Gasic, S; Pipal, M; Blahova, L; Brkic, D; Neskovic, N; Hilscherova, K",toxicity of clomazone and its formulations to zebrafish embryos (danio rerio),AQUATIC TOXICOLOGY,"Herbicides are the most widely used group of pesticides but after reaching water bodies they are able to cause adverse effects on non-target organisms. Different formulations using the same active ingredient are frequently available, which raises the issue of potential influence of different formulation types on herbicide toxicity. The present study evaluated the toxicity and teratogenic effects of the active ingredient clomazone and its two formulations (Rampe (R) EC and GAT Cenit 36 CS, both containing 360 g a.i./l of clomazone) on zebrafish embryos. The crucial difference between the two formulation types is the way of active substance release. This investigation is the first report on zebrafish embryotoxicity of both clomazone and its formulations. The technical active ingredient and formulations caused mortality and diverse teratogenic effects, showing different levels of toxicity. The LC50 values for the technical ingredient, Rampa (R) EC and GAT Cenit 36 CS were 61.4, 9.6 and 92.5 mg a.i./l, respectively. Spontaneous movements in 22 hpf embryos decreased under exposure to both the technical ingredient and formulations. A significant number of underdeveloped embryos was detected after exposure to clomazone and Rampe EC, while no underdevelopment was noted in embryos exposed to GAT Cenit 36 CS. Exposure to the technical ingredient and formulations led also to a series of morphological changes and interfered with the growth of zebrafish embryos. The EC50 based on detection of edemas, spine and tail tip deformations and gas bladder absence (120 hpf) was 12.1, 10.1 and 24.1 mg/l for technical clomazone, Rampe EC and GAT Cenit 36 CS, while teratogenicity index (TI) based on LC50/EC50 ratio was 5.1, 1 and 3.8, respectively. The data in this study showed that the emulsifiable concentrate formulation (Rampa. EC) caused statistically significantly higher toxicity, and the aqueous capsule suspension (GAT Cenit 36 CS) lower toxicity than technical clomazone. It indicates that different formulations with the same active ingredient may have different environmental impacts, which is why risk assessment based only on active ingredient toxicity might not be sufficient in terms of preventing formulation effects on the environment.",2017,188,54,63,http://dx.doi.org/10.1016/j.aquatox.2017.04.007,YES,YES,NO,EMBRYOTOXICITY/REPRODUCTION,n/a
wos858,Guy,YES,"Amara, A; Quiniou, F; Durand, G; El Bour, M; Boudabous, A; Hourmant, A",toxicity of epoxiconazole to the marine diatom chaetoceros calcitrans: influence of growth conditions and algal development stage,WATER AIR AND SOIL POLLUTION,"The triazole fungicide epoxiconazole is extensively used to control fungi on crops and may present some potential risk from runoff on coastal ecosystems located close to agricultural areas. Phytotoxicity assessments were conducted on the marine diatom Chaetoceros calcitrans using both the active ingredient and its formulated product (Opus). The 3-day EC50 using cell count was 2.31 mg/L for epoxiconazole active ingredient and 2.9 mu g/L for epoxiconazole-formulated. The fungicide produced an increase of cellular volume, pigment (chlorophylls a, c, and carotenoids) content, ATP synthesis, and rates of photosynthesis and respiration. Progressive algal cell recovery from epoxiconazole effects occurred after 3 days, with the increasing cell density. Differences in cell age, light, and nutrient composition induced changes in epoxiconazole sensitivity. Since these parameters affect cellular division rates, the cellular density is an important parameter in toxicity tests.",2013,224,NA,NA,http://dx.doi.org/10.1007/s11270-012-1417-9,YES,YES,NO,PHOTOSYNTHESIS/RESPIRATION,n/a
wos303,Guy,YES,"Kovacevic, M; Stjepanovic, N; Hackenberger, DK; Loncaric, Z; Hackenberger, BK",toxicity of fungicide azoxystrobin to enchytraeus albidus: differences between the active ingredient and formulated product,PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY,"Due to the often-excessive usage of fungicides, increasing attention is being paid to their impact on soil and nontarget organisms. Risk assessments are usually based on the pure active ingredient and not on the formulated products applied in the environment. The aim of this study was therefore to investigate how azoxystrobin, the best-selling strobilurin fungicide, affects non-target soil organisms Enchytraeus albidus. To investigate the effects of the different types of azoxystrobin, E. albidus was exposed to the pure active ingredient, AZO_AI, and the formulated product, AZO_FP. Survival, reproduction, and molecular biomarkers of E. albidus were determined for different exposure durations (seven and 21 days). AZO_FP (LC50 = 15.3 mg(a.i.)/kg) showed a slightly stronger effect on survival than AZO_AI (LC50 = 16.8 mg(a.i.)/kg), yet the impact on reproduction was much stronger. Namely, while the tested concentrations of AZO_AI (EC50 >= 8 mg(a.i.)/kg) had almost no effect on reproduction, AZO_FP (EC50 = 2.9 mg(a.i.)/kg) significantly inhibited reproduction in a dose-dependent manner. Changes in enzyme activities (superoxide dismutase, catalase, glutathione-s-transferase) and malondialdehyde levels in both treatments indicated oxidative stress. Although AZO_FP had a stronger negative effect, the impact depended on the exposure time and the tested concentration. The higher toxicity of AZO_FP was a consequence of increased bioavailability and activity of the active ingredient due to the presence of adjuvants. Overall stronger adverse effects of AZO_FP suggest that the toxicity of azoxystrobin in the agricultural environment on the enchytraeid population may be underestimated. Furthermore, the results of this study highlighted the importance of comparing the toxicity of the active ingredient and the formulated product.",2022,187,NA,NA,http://dx.doi.org/10.1016/j.pestbp.2022.105198,YES,YES,NO,REPRODUCTION,n/a
scopus1462,Guy,YES,Howe C.M.; Berrill M.; Pauli B.D.; Helbing C.C.; Werry K.; Veldhoen N.,toxicity of glyphosate based pesticides to four north american frog species,Environmental Toxicology and Chemistry,"Glyphosate-based herbicides are among the most widely used pesticides in the world. We compared the acute toxicity of the glyphosate end-use formulation Roundup Original® to four North American amphibian species (Rana clamitans, R. pipiens, R. sylvatica, and Bufo americanus) and the toxicity of glyphosate technical, the polyethoxylated tallowamine surfactant (POEA) commonly used in glyphosate-based herbicides, and five newer glyphosate formulations to R. clamitans. For R. clamitans, acute toxicity values in order of decreasing toxicity were POEA > Roundup Original > Roundup Transorb® > Glyfos AU®; no significant acute toxicity was observed with glyphosate technical material or the glyphosate formulations Roundup Biactive®, Touchdown®, or Glyfos BIO®. Comparisons between the four amphibian species showed that the toxicity of Roundup Original varied with species and developmental stage. Rana pipiens tadpoles chronically exposed to environmentally relevant concentrations of POEA or glyphosate formulations containing POEA showed decreased snout-vent length at metamorphosis and increased time to metamorphosis, tail damage, and gonadal abnormalities. These effects may be caused, in some part, by disruption of hormone signaling, because thyroid hormone receptor β mRNA transcript levels were elevated by exposure to formulations containing glyphosate and POEA. Taken together, the data suggest that surfactant composition must be considered in the evaluation of toxicity of glyphosate-based herbicides.",2004,23,1928,1938,10.1897/03-71,YES,YES,NO,DEVELOPMENT,n/a
wos70,Guy,YES,"SCHUYTEMA, GS; NEBEKER, AV; GRIFFIS, WL",toxicity of guthion(r) and guthion(r)2s to xenopus laevis embryos,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"The development of Xenopus laevis (African clawed frog) embryos exposed to the pesticide Guthion(R) (technical grade) and Guthion(R) 2S (commercial formulation) was evaluated in modified Frog Embryo Teratogenesis Assay-Xenopus (FETAX) tests. The embryos were exposed to five or six increasing concentrations of pesticide in 10- and 100-ml exposure volumes of test solution for 96 h. Embryos exposed in 10-ml volumes of Guthion exhibited increased mortality, increased deformation, and decreased size as compared to those exposed in 100-ml volumes. LC50s for embryos exposed in the 10-ml Guthion tests ranged from 6.1 to 6.3 mg/L as compared to 10. 6 to 11.9 mg/L for those in the 100-ml tests. The percentage of deformities at 3 mg/L Guthion in test survivors in 10-ml tests ranged from 73 to 89%, while in the 100-ml tests less than 2% were deformed at the same concentration. Mean control embryo lengths at test completion were 8.2 and 10.6 mm, respectively, for 10- and 100-ml tests. The LC50 for embryos in 100 ml Guthion 2S was 1.6 mg/L active ingredient, indicating a much greater toxicity of the commercial formulation. NOAEL (No Observed Adverse Effect Level) values for Guthion and Guthion 2S ranged from 0.48 to 7.96 mg/L, depending upon basis (length, deformity, mortality) and pesticide formulation, and were many times greater than the existing water quality criterion of 0.01 mug/L.",1994,27,250,255,NA,YES,YES,NO,EMBRYOTOXICITY,n/a
scopus65,Guy,YES,Akram S.; Butt A.; Khan S.A.,toxicity of imidacloprid administered alone and in combination with heavy metal lead on silkworm bombyx mori (lepidoptera: bombycidae),Pakistan Journal of Zoology,"In this study, we evaluated the single and joint toxicities of insecticide imidacloprid (commercial formulation and technical grade) and heavy metal lead (Pb) against 2nd, 3rd, 4th and 5th instars of silkworm. For treatment, leaf-dipping method was used and toxicity calculated after 48h exposure to the treatment. Both chemicals showed high toxicity against all instars of silkworm. However, results indicated that imidacloprid was more toxic for silkworm larvae compared to lead. The acute toxicity of imidacloprid formulation (IMF), imidacloprid technical grade (IMT) and Pb showed positive correlation with the concentration and negative with the age of larvae. From second to fifth instars, LC50 values of IMF ranges from 0.72 to 2.96, IMT from 0.86 to 2.75 and Pb from 1.93 to 6.88 mg/L. The toxicity of binary mixture of IMF + Pb showed synergism against all instars of silkworm. While, binary mixture of IMT + Pb displayed synergism, additive, and antagonism and antagonism activity in silkworm larvae in silkworm larvae. The results of our study provide useful data for the assessment of ecological risk of the tested compounds (single or mixture) against different silkworm instars.  © 2023 by the authors.",2023,55,165,171,10.17582/journal.pjz/20210623070602,YES,YES,NO,n/a,n/a
scopus3664,Guy,YES,Holdway D.A.; Barry M.J.; Logan D.C.; Robertson D.; Young V.; Ahokas J.T.,toxicity of pulse exposed fenvalerate and esfenvalerate to larval australian crimson spotted rainbow fish (melanotaenia fluviatilis),Aquatic Toxicology,"The effects of pulse exposure with two synthetic pyrethroids, fenvalerate and esfenvalerate, on survival of larval Australian crimson-spotted rainbow fish (Melanotaenia fluviatilis) were studied. Fenvalerate and esfenvalerate were both highly toxic to larval rainbow fish with 1-h esfenvalerate pulse-exposure concentrations as low as 0.32 μg l-1, and 1-min fenvalerate pulse-exposure concentrations of 4.5 μg l-1, sufficient to cause significant mortality. Technical grades were significantly more toxic than emulsified grades of the pesticides. The 1-h pulse-exposure 96-h LC50's were 12.75, 30.25, 1.18, and 1.99 μg l-1 for technical fenvalerate, emulsified fenvalerate, technical esfenvalerate, and emulsified esfenvalerate, respectively. Emulsified fenvalerate and esfenvalerate were also extremely toxic to adult crimson-spotted rainbow fish. The 96-h continuous exposure LC50's for adult fish using 50% daily partial replacement were 14.58 and 6.24 μg l-1, respectively, comparable with results for holarctic species. Fenvalerate is a racemic mixture containing four optical isomers (2R, aR; 2R, aS; 2S, aR, 2S, aS), while esfenvalerate contains mainly the 2S isomers. Esfenvalerate contains approximately twice the quantity of 2S isomers as does fenvalerate on a weight basis. Pulse-exposure LC50's for esfenvalerate were 10 to 15 times lower than for fenvalerate, a much higher toxicity of esfenvalerate than the roughly two fold difference which would have been predicted solely on a weight basis. Thus the 2R isomers, which make up approximately 50% of the fenvalerate formulation and which previously were regarded as non-active, appear to have reduced the expected toxicity of fenvalerate relative to measured esfenvalerate toxicity, perhaps via the inhibition of sodium channel activation. There was a complex relationship between pesticide concentration and time to mortality. At low concentrations of pesticide, most mortality occurred within the first 24 h, while at higher concentrations, mortality continued for 96 h after exposure. This suggests that mortality within the first 24 h was due to direct physiological effects of the pesticide on the larvae, while subsequent mortality was primarily due to starvation of larvae unable to recover from the initial insult. Duration of exposure (0 to 120 min) to emulsified fenvalerate and esfenvalerate significantly affected the acute toxicity to larval rainbow fish. For esfenvalerate, there was a linear relationship between duration of exposure and acute toxicity, while for fenvalerate, exposures of longer than 20 min did not significantly increase 96-h mortality. © 1994.",1994,28,169,187,10.1016/0166-445X(94)90032-9,YES,YES,NO,n/a,n/a
scopus3713,Guy,YES,Jarvinen A.W.; Tanner D.K.,toxicity of selected controlled release and corresponding unformulated technical grade pesticides to the fathead minnow pimephales promelas,"Environmental Pollution. Series A, Ecological and Biological","Fathead minnows were exposed to three encapsulated slow-release pesticide formulations and three corresponding technical grade products used in their manufacture. Static 4-day LC50 values derived from aged stock solutions indicate increased toxicity with time for encapsulated methyl parathion, diazinon and their technical grades. The technical grades, however, were more toxic than the encapsulated. Encapsulated Dursban was less toxic with time, whereas toxicity remained similar with time for the technical grade. Flow-through 4-day LC50 values for methyl parathion, Penncap-M, Dursban, Dursban 10 CR and diazinon are 5·36, 6·91, 0·14, 0·12 and 6·9 mb litre-1, respectively. In general, long-term toxicity was similar for both pesticide forms. Growth (weight) was the most sensitive parameter measured in the 32-day embryo-larval tests, except for the Dursban 10 CR study where it was equally as sensitive as survival. Growth effects occrred at >0·31-<0·38, >0·38-<0·59, >0·0016-<0·0032, >0·0022-<0·0048, >0·050-<0·090 and .0·040-<0·076 mg litre-1 for methyl parathion, Penncap-M, Dursban, Dursban 10 CR, diazinon and Knox Out 2 FM, respectively. Water solubilities were slightly lower for the encapsulated compounds. Estimated half-lives were 18 days for methyl parathion and 15 days for Penncap-M; 41 days for Dursban and > 200 days for Dursban 10 CR and approximately 30 days for diaznom and > 230 days for Knox Out 2 FM. © 1982.",1982,27,179,195,10.1016/0143-1471(82)90024-1,YES,YES,NO,GROWTH,n/a
