STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI
1470,Cecylia,not vetted,"Bruckner, A; Schmerbauch, A; Ruess, L; Heigl, F; Zaller, J",Foliar Roundup application has minor effects on the compositional and functional diversity of soil microorganisms in a short-term greenhouse experiment,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"The herbicide Roundup (and glyphosate, its active ingredient) is extensively used for weed control on a worldwide scale. It is absorbed after foliar application and quickly translocated inside the plant. In this study, we investigated the effects of Roundup speed, a commercial glyphosate formulation, on the structural composition (dominance of microbial groups, phospholipid fatty acid analysis-PLFA) and functional diversity (use of carbon sources, Multiple Substrate Induced Respiration- MSIR) of soil microorganisms. We specifically aimed at understanding the potential impact of biotic interactions on herbicide effects and included plants, earthworms, and endomycorrhizal fungi in the experimental setup. For this, we grew clover (Triton= repens) in the greenhouse and added mycorrhizal inoculum (Glomus mosseae) and earthworms (Lumbricus terrestris) to the pots. Two weeks after foliar Roundup application and subsequent plant death, the pots were destructively sampled. The application resulted in a significant increase of microbial respiration (SIR) by approximately 30%. A multivariate analysis of the MSIR data exhibited small but significant differences between the microbial communities of treated and untreated pots, while no significant difference was apparent for the PLFA data. Bacterial PLFAs generally decreased following herbicide application, while mycorrhizal and fungal PLFAs were not affected. We did not find a consistent difference between the fatty acid markers of gram negative and gram positive bacteria. For all investigated parameters, there were highly significant differences between the upper (0-5 cm depth) and lower (5-10 cm) soil layers. The fact that rooting density differed by a factor of 3.5 between the two layers indicated that herbicide effects were especially pronounced in the clover rhizosphere and were likely due to changes in root exudate composition. We found significant, though very small, interactions between Roundup and other experimental factors (especially mycorrhizal inoculum).",2019,174,506,513,http://dx.doi.org/10.1016/j.ecoenv.2019.02.073
1471,Cecylia,not vetted,"Wilson, K; Grzywacz, D; Curcic, I; Scoates, F; Harper, K; Rice, A; Paul, N; Dillon, A",A novel formulation technology for baculoviruses protects biopesticide from degradation by ultraviolet radiation,SCIENTIFIC REPORTS,"Biopesticides are biological pest control agents that are viewed as safer alternatives to the synthetic chemicals that dominate the global insecticide market. A major constraint on the wider adoption of biopesticides is their susceptibility to the ultraviolet (UV: 290-400 nm) radiation in sunlight, which limits their persistence and efficacy. Here, we describe a novel formulation technology for biopesticides in which the active ingredient (baculovirus) is micro-encapsulated in an ENTOSTAT wax combined with a UV absorbant (titanium dioxide, TiO2). Importantly, this capsule protects the sensitive viral DNA from degrading in sunlight, but dissolves in the alkaline insect gut to release the virus, which then infects and kills the pest. We show, using simulated sunlight, in both laboratory bioassays and trials on cabbage and tomato plants, that this can extend the efficacy of the biopesticide well beyond the few hours of existing virus formulations, potentially increasing the spray interval and/or reducing the need for high application rates. The new formulation has a shelf-life at 30 degrees C of at least 6 months, which is comparable to standard commercial biopesticides and has no phytotoxic effect on the host plants. Taken together, these findings suggest that the new formulation technology could reduce the costs and increase the efficacy of baculovirus biopesticides, with the potential to make them commercially competitive alternatives to synthetic chemicals.",2020,10,NA,NA,http://dx.doi.org/10.1038/s41598-020-70293-7
1472,Cecylia,not vetted,"Qureshi, JA; Kostyk, BC; Stansly, PA",Single and Multiple Modes of Action Insecticides for Control of Asian Citrus Psyllid and Citrus Leafminer,HORTSCIENCE,"Control of Asian citrus psyllid Diaphorina citri Kuwayama and citrus leafminer Phyllocnistis citrella Stainton is important to reduce the spread and severity of huanglongbing (HLB) (citrus greening) and citrus canker diseases, respectively. Insecticides are critical for the management of these pests. We therefore conducted two replicated experiments using spray treatments containing single or multiple modes of action (MoA) insecticides to reduce the incidence of these two pests in bearing citrus. Tank mixing in 47 L.ha(-1) (5 gal/acre) of water with synthetic plant terpenes (Requiem 25 EC, Unknown MoA) or adjuvant petroleum oil (PureSpray Green, Unknown MoA) did not improve the effectiveness of the pyrethroid zeta-cypermethrin (Mustang Max 0.15 EC, MoA 3A) against D. citri. Its control with flupyradifurone (Sivanto 200 SL MoA 4D) and PureSpray Green in 935 L.ha(-1) (100 gal/ acre) water was similar to Mustang Max 0.15 EC and Requiem 25 EC, but mixtures did not provide better control than Mustang Max 0.15 EC alone. Phyllocnistis citrella was controlled only with Sivanto 200 SL and PureSpray Green and Requiem 25 EC alone. The addition of cyantraniliprole (group 28 MoA in A16971 premixed with thiamethoxam MoA 4A), pymetrozine (Fulfill 50 WDG, MoA 9B), or abamectin (Agri-Mek SC, MoA 6) did not improve and in many cases reduced the performance of thiamethoxam (Actara 25 WG, MoA 4A) against D. citri and P. citrella. These results demonstrated no advantage to single applications of multiple MoAs over the most effective active ingredients when applied alone for control of D. citri or P. citrella. Therefore, rotations of these active ingredients would be preferable to mixtures to avoid selection for resistance against multiple MoAs by any one application.",2017,52,732,735,http://dx.doi.org/10.21273/HORTSCI11726-17
1473,Cecylia,not vetted,"Karasali, H; Balayannis, G; Hourdakis, A; Ambrus, A","Development and single-laboratory validation of a new gas chromatographic multi-pesticide method of analysis of commercial emulsifiable concentrate formulations containing alachlor, chlorpyrifos methyl, fenthion and trifluralin as active ingredients",JOURNAL OF CHROMATOGRAPHY A,"A multi-pesticide (MP) method was developed and single-laboratory validated for the quality control of commercial pesticide products containing alachlor, chlorpyrifos methyl, fenthion and trifluralin as active ingredients (a.i.). A capillary gas chromatographic system with flame ionization detection (FID) and a programmable temperature vaporising split injector was used. The performance characteristics (specificity, linearity, precision and repeatability) of the method satisfied international acceptability criteria. (c) 2006 Elsevier B.V. All rights reserved.",2006,1129,300,303,http://dx.doi.org/10.1016/j.chroma.2006.08.040
1474,Cecylia,not vetted,"Bischoff, M; Lee, LS; Turco, RF","Accelerated degradation of N,N '-dibutylurea (DBU) upon repeated application",BIODEGRADATION,"In a recent study on the degradation of N,N'-dibutylurea (DBU), a breakdown product of benomyl [methyl 1-(butylcarbamoyl)-2-benzimidazole carbamate], the active ingredient in Benlate(R) fungicides, degradation half-lives of 1.4-46.5days were observed across several soils incubated at various combinations of soil moisture potential (-0.03 and -0.1 MPa) and temperature (23, 33, and 44degreesC) for a single DBU application of 0.08 and 0.8 mug g(-1) (Lee et al. 2004). However, Benlate(R) stop can be applied as often as every 7days resulting in the repeated application of DBU likely to be present in the Benlate(R) stop over a growing season. In this study, the effect of seven repeated DBU applications on mineralization rate was investigated in two soils, which encompass the range in rates previously observed. For the slower degrading soil, repeated DBU application increased mineralization from 0.029 to 0.99 day(-1) at the 0.08 mug g(-1) stop rate, and 0.037 to 0.89 day(-1) stop at the 0.8 mug g(-1) stop rate. For the faster degrading soil, effects on mineralization of repeated DBU applications were small to negligible. For the latter soil, the effect on mineralization of applied DBU concentrations from 0.0008 to 80 mug g(-1) was also investigated. Mineralization rates decreased from 0.43 to 0.019 day(-1) with increasing DBU concentrations. However, the amount of DBU mineralized by day 70 was similar across concentrations and averaged 83% of applied. Microbial respiration was not affected by increasing DBU concentrations. These findings support the supposition that DBU is readily degraded by soil microorganisms, thus unlikely to accumulate in agricultural soils.",2005,16,265,273,http://dx.doi.org/10.1007/s10532-004-1361-5
1475,Cecylia,not vetted,"Stevens, MM; Warren, GN; Mo, JH","Topical and dietary toxicity of emamectin benzoate, chlorantraniliprole, cyantraniliprole and indoxacarb to larvae of the common armyworm Mythimna convecta (Lepidoptera: Noctuidae)",PEST MANAGEMENT SCIENCE,"BACKGROUND The common armyworm Mythimna convecta is an important pest of pastures and graminaceous crops in Australia, but materials currently registered for its control are limited to broad-spectrum compounds incompatible with integrated pest management (IPM) systems. In this study we assessed the response of M. convecta larvae to four alternative compounds using topical and dietary bioassays. RESULTS Emamectin benzoate [LC50 (lethal concentration for 50% of insects tested) values 2.69 mu g mL(-1) topical, 0.017 mu g active ingredient (AI) g(-1) dietary] and chlorantraniliprole (LC50 values 4.87 mu g mL(-1) topical, 0.080 mu g AI g(-1) dietary) were significantly more active than either indoxacarb or cyantraniliprole. Our results showed strong parallels with data on the more extensively studied Australian strains of Helicoverpa armigera, with the most notable differences being the higher contact toxicity of emamectin benzoate to M. convecta and the lower acute dietary activity of formulated cyantraniliprole to this species, which was linked to feeding deterrence. Cyantraniliprole at dietary concentrations of >= 0.02 mu g AI g(-1) significantly reduced the weight of surviving larvae and frass production (an indirect measure of food consumption) over the seven-day exposure period. There was also some evidence of chlorantraniliprole deterring larval feeding, although to a much more limited extent. CONCLUSIONS Both emamectin benzoate and chlorantraniliprole are suitable for use against M. convecta. The decision as to which of these compounds should be prioritized for further development should be based on their potential effects on beneficial species once their optimal field rates have been determined.",2022,78,1000,1007,http://dx.doi.org/10.1002/ps.6711
1476,Cecylia,not vetted,"Stork, PR",Evaluation of the bioefficacy and leaching of a controlled release formulation of chlorsulfuron,WEED RESEARCH,"A controlled-release formulation of chlorsulfuron (DT26B) and a conventional granular formulation were compared for their initial bioefficacy and leaching in laboratory and field experiments. Three alkaline soil types, representative of farm soils in SE Australia, were used for these experiments. Laboratory tests of initial bioefficacy using a Mallee sand (pH 7.2) were able to detect, within ED05-95 limits, that approximately 50% of active ingredient remained as a non-available reserve in DT26B immediately after spraying, when compared with the granular formation. There was also an indication that the bioavailable component of active ingredient in DT26B would be sufficient for weed control. This was confirmed at field sites on a Kattyoong sand (pH 7.9) and a Wimmera Grey clay (pH 8.4), after using recommended application rates of chlorsulfuron during the 1994 winter growing season. The formulations produced only marginal differences in control of Lolium rigidum Gaud. The field leaching trials at these sites showed that there can be rapid leaching of chlorsulfuron with only small amounts of rainfall. Under these conditions, there was an overall trend of reduced leaching by DT26B at both trial sites, although these reductions were not significant when compared with the granular formation. A laboratory system designed to measure the mobility of herbicides is described. It was used to impose upon each formulation a greater level of leaching than in the field trials, using Mallee sand columns irrigated with 50 mm day(-1) under -50 kPa suction. This test revealed a negligible reduction in leaching of chlorsulfuron by DT26B as compared with the granular formulation. Therefore, although the controlled-release formulation DT26B demonstrated that it could provide a viable alternative for weed control under conventional spraying conditions in arable farming, the agricultural usage of DT26B for the purpose of reducing leaching could not be warranted at its current stage of development.",1997,37,19,26,http://dx.doi.org/10.1111/j.1365-3180.1997.tb01818.x
1477,Cecylia,not vetted,"Algamdi, AG; Mahyoub, JA","Detection of insecticide detoxification enzymes activities in Aedes aegypti mosquito, the vector of dengue fever in Saudi Arabia",MAIN GROUP CHEMISTRY,"In this study, the sensitivity of Aedes aegypti mosquitoe larvae to four types of pesticides two phosphorous-based and two pyrethroid insecticideswas investigated. The larvae revealed approximately 1.126-fold more susceptibility to Safrotin (LC50 = 0.127 ppm) than Fendure (LC50 = 0.143) in the case of phosphorous-based pesticides and approximately 1.265-fold more susceptibility to AlphaQuest (LC50 = 0.0347 ppm) than Klash (LC50 = 0.0439) in the case of pyrothroid insecticides. Comparison between groups revealed that AlphaQuestwas more effective than Klash, Safrotin and Fendure by approximately 1.3, 3.6 and 4.1-fold, respectively. The presence of enzyme activities relevant to insecticide resistance was often evaluated using enzyme assays to detect the underlying resistance mechanisms that may not be detected using bioassays. In this study, the results revealed significant decrease in the activity of esterase, glutathione- S- transferase and acetylcholine esterase enzymes to varying degrees. There were significant increases in catalase and total glutathione activity in all treatments compared to the control. The study concluded that this variation in enzyme activities is due to the type and purity of the additive compound and the source and purity of the active ingredient. The study recommends using the catalase enzyme and total glutathione as a biomarker indication for pesticide synergistic intoxication in aquatic animals.",2022,21,1053,1063,http://dx.doi.org/10.3233/MGC-210184
1478,Cecylia,not vetted,"Giunti, G; Laudani, F; Lo Presti, E; Bacchi, M; Palmeri, V; Campolo, O",Contact Toxicity and Ovideterrent Activity of Three Essential Oil-Based Nano-Emulsions against the Olive Fruit Fly Bactrocera oleae,HORTICULTURAE,"The control strategies for the olive crop key pest, Bactrocera oleae, involve synthetic chemical insecticides and few eco-sustainable alternatives, such as ovideterrents and lures. In the last few decades, the interest concerning the formulation of botanical based biopesticides increased, but little research investigated the suitability of these approaches for B. oleae control. This research aimed to investigate the residual contact toxicity and the oviposition deterrence of three essential oil (EO)-based nano-emulsions (Pimpinella anisum, Foeniculum vulgare, Mentha x piperita) against B. oleae adult flies. All the nano-emulsions possessed optimal physical characteristics, with droplets dimensions ranging from 115 to 152 nm and low PDI values (<0.2), even after 1 year of storage. Although no notable residual contact toxicity was noted, all the tested formulations reduced the number of oviposition puncture in no-choice tests (percent repellence: mint < fennel < anise). In choice trials, olives treated with fennel and anise EO-formulations at the highest concentration (7.5%, 75 g of EO/L) were less attractive respect to control fruits and a significant reduction of olive punctures was recorded. Nano-biopesticides are promising eco-friendly tools to integrate B. oleae pest management programs and to reduce the use of harmful conventional active ingredients.",2022,8,NA,NA,http://dx.doi.org/10.3390/horticulturae8030240
1479,Cecylia,not vetted,"Aznar-Alemany, O; Eljarrat, E; Barcelo, D",Effect of pyrethroid treatment against sea lice in salmon farming regarding consumers' health,FOOD AND CHEMICAL TOXICOLOGY,"Pyrethroids are the most popular drug against sea lice in salmon farming. Although they are more toxic to insects, they have toxic effects in mammals. Pyrethroids were detected in 100% of farmed salmon with a mean concentration of 1.31 +/- 1.39 ng g(-1) ww and in 50% of wild salmon with a mean of 0.02 +/- 0.03 ng g(-1) ww. Cypermethrin and deltamethrin, the active ingredients of anti-sea lice formulations, represented 77 +/- 27% of the total contamination of farmed salmon. Although farmed salmon had higher concentrations than wild salmon, the daily intake of pyrethroids through salmon consumption was several orders of magnitude below the accepted daily intake (ADI). Thus, the pyrethroids treatment on salmon does not pose a threat on the health of the consumers. (C) 2017 Elsevier Ltd. All rights reserved.",2017,105,347,354,http://dx.doi.org/10.1016/j.fct.2017.04.036
1480,Cecylia,not vetted,"Giannousi, K; Avramidis, I; Dendrinou-Samara, C","Synthesis, characterization and evaluation of copper based nanoparticles as agrochemicals against Phytophthora infestans",RSC ADVANCES,"Copper based nanoparticles (Cu-based NPs) of different composition and sizes have been hydrothermally synthesized by varying the reaction temperature and in the presence of biocompatible surfactants; polyoxyethylene (20) sorbitan laurate, polyethylene glycol 1000 and polyethylene glycol 8000. Effective control of the above synthetic parameters gave rise to Cu-based NPs of 11-55 nm. CuO, Cu2O nanoparticles and Cu/Cu2O composite nanoparticles of nearly similar size and shape were selected among the isolated samples and tested in the field on tomato (Lycopersicon esculentum) plants against Phytophthora infestans. Their activity has been evaluated by assessing the fungal infection on the leaves in comparison to the performance of the registered commercially used copper based products Kocide 2000, Kocide Opti, Cuprofix disperss and Ridomil Gold Plus. The results showed that the prepared Cu-based NPs can be applied in a lower formulated product and active ingredient rate and are more effective than the trade agrochemicals. Moreover, assessments regarding phytotoxicity indicated that they can be used without any deleterious effect on plants.",2013,3,21743,21752,http://dx.doi.org/10.1039/c3ra42118j
1481,Cecylia,not vetted,"Leng, PF; Zhang, ZM; Li, Q; Zhao, MJ; Pan, GT",Microemulsion Formulation of Carbendazim and Its In Vitro Antifungal Activities Evaluation,PLOS ONE,"The fungus Rhizoctonia solani Kuhn is a widespread and destructive plant pathogen with a very broad host range. Although various pathogens, including R. solani, have been traditionally controlled using chemical pesticides, their use faces drawbacks such as environmental pollution, development of pesticide resistance, and other negative effects. Carbendazim is a well-known antifungal agent capable of controlling a broad range of plant diseases, but its use is hampered by its poor aqueous solubility. In this study, we describe an environmentally friendly pharmaceutical microemulsion system using carbendazim as the active ingredient, chloroform and acetic acid as solvents, and the surfactants HSH and 0204 as emulsifiers. This system increased the solubility of carbendazim to 30 g/L. The optimal microemulsion formulation was determined based on a pseudo-ternary phase diagram; its physicochemical characteristics were also tested. The cloud point was greater than 90 degrees C and it was resistant to freezing down to -18 degrees C, both of which are improvements over the temperature range in which pure carbendazim can be used. This microemulsion meets the standard for pesticide microemulsions and demonstrated better activity against R. solani AG1-IA, relative to an aqueous solution of pure carbendazim (0.2 g/L). The mechanism of activity was reflected in the inhibition of against R. solani AG1-IA including mycelium growth, and sclerotia formation and germination were significantly better than that of 0.2 g/L carbendazim water solution according to the results of t-test done by SPSS 19.",2014,9,NA,NA,http://dx.doi.org/10.1371/journal.pone.0109580
1482,Cecylia,not vetted,"Ponge, JF; Bandyopadhyaya, I; Marchetti, V",Interaction between humus form and herbicide toxicity to Collembola (Hexapoda),APPLIED SOIL ECOLOGY,"Laboratory experiments were conducted using intact collembolan communities, exposed to Madit D-(R) a phenylurea herbicide (active ingredient isoproturon). Effects were investigated using two distinct humus types, an acid Dysmoder and a neutral Eumull. Within two weeks, no effect of the herbicide was displayed by the Eumull population, while the Dysmoder population was stimulated. When animals were able to escape from the herbicide through a perforated wall separating two compartments filled with natural soil, the behavior of collembolan communities exhibited interactive (non-additive) effects of humus type and herbicide application. The combination of an acid soil (supposedly providing greater tolerance to organic pollutants) with a neutral soil, increased biodiversity of Collembola, but caused the disappearance of some acido-sensitive species, pointing to complex relationships between pesticides, soils and soil organisms. Parallel experiments with single species demonstrated that at the recommended dose Madit D-(R) may cause avoidance effects, but no toxicity. (C) 2002 Elsevier Science B.V. All rights reserved.",2002,20,239,253,http://dx.doi.org/10.1016/S0929-1393(02)00026-4
1483,Cecylia,not vetted,"Kroschel, J; Zegarra, O",Attract-and-kill: a new strategy for the management of the potato tuber moths Phthorimaea operculella (Zeller) and Symmetrischema tangolias (Gyen) in potato: laboratory experiments towards optimising pheromone and insecticide concentration,PEST MANAGEMENT SCIENCE,"BACKGROUND: Sex pheromones of the potato tuber moths Phthorimaea operculella (Zeller) and Symmetrischema tangolias (Gyen) are ideal tools to monitor pest flight activity but are not used as means of control. The aim of the present study was to test the suitability of an attract-and-kill strategy consisting of pure pheromones and the contact insecticide cyfluthrin as the active ingredient, formulated with plant oils and ultraviolet absorbers, and applied in droplet sizes of 100 mu L. RESULTS: Cyfluthrin at a concentration of 5 g L-1 resulted in the highest and fastest killing of males after 48 h, with a 100% mortality after 3-4 days. In contrast, control males survived for 13 days. In olfactometer experiments, the pheromone concentration of 0.5 g L-1 was significantly most attractive against eight virgin females. At controlled conditions (20 degrees C), no reduction in efficacy of the attract-and-kill formulation was observed for a minimum period of 36 days, whereas under natural environmental conditions the efficacy reduced gradually after day 6 of exposure. The longer the droplet was exposed, the longer was the time to reach 100% mortality of males. CONCLUSIONS: Compared with attract-and-kill studies for other pest species, the results are promising as a means of achieving highly effective control of potato tuber moths under field conditions. (C) 2010 Society of Chemical Industry",2010,66,490,496,http://dx.doi.org/10.1002/ps.1898
1484,Cecylia,not vetted,"Baur, P; Schonherr, J","Penetration of an ethoxylated fatty alcohol surfactant across leaf cuticles as affected by concentration, additives, and humidity",ZEITSCHRIFT FUR PFLANZENKRANKHEITEN UND PFLANZENSCHUTZ-JOURNAL OF PLANT DISEASES AND PROTECTION,"The penetration of radiolabelled octaethylene glycol dodecyl ether (C12E8) across astomatous leaf cuticles from five plant species with special regard to pear (Pyrus communis L.) was studied. Velocity of penetration across Fear cuticles was highest during the first 2 h and it increased with concentration. Fifty to 80 % of the applied dose penetrated within 2 h with concentrations ranging from 0.04 g/l to 2.0) g/l C12E8, respectively. Velocity of penetration was also increased by adding the polydisperse surfactant, Genapol C-100, which has a similar average formula and ethylene oxide content (C12.5E8.4). In contrast, Genapol C-200, wit h an average ethylene oxide content of 17 had no effect (at. 2 g/l on C12E8 penetration. It is suggested that C12E8 and other homologues of polydisperse surfactants diffuse independently and rates of penetration can be increased by those homologues which increase diffusivity in the cuticles. Homologues having this property are termed accelerators as they increase their own rates of diffusion but also rates of penetration of active ingredients which cross cuticles by following the accelerator front. They are useful additives if rapid penetration is desired, as with systemic active ingredients. Velocity of penetration of C12E8 in presence of Genapol surfactants did nor. depend on relative humidity (11-93%) and only slightly so if applied alone. However, surfactant penetration rates were greatly slowed in presence of CaCl2 (greater than or equal to 0.2 g/l) and other salts. This effect was largest at low (11%) humidity and diminished at higher (93 %) humidities. Combining systemic fungicides with CaCl2 as foliar nutrient or the use of hard water is likely to reduce rates of uptake of active ingredients if accelerator adjuvants are used as ingredients of the formulation.",1997,104,380,393,NA
1485,Cecylia,not vetted,"Hirase, K; Nishida, M; Shinmi, T","Effect of delta-aminolevulinic acid on the herbicidal efficacy of foliar-applied MTB-951, a mycoherbicide to control Echinochloa crus-galli L.",WEED BIOLOGY AND MANAGEMENT,"The conidia of a plant pathogen (Drechslera monoceras[Drechsler] Subram. et Jain [= Exserohilum monoceras[Drechsler] Leonard et Suggs]), MTB-951, which was isolated from native Echinochloa species in Japan, were used as the herbicidal active ingredient. The effects of delta-aminolevulinic acid (ALA) on the efficacy of foliar-applied MTB-951 on Echinochloa crus-galli L. were examined. First, foliar-applied MTB-951 exhibited almost no efficacy when no dew period was provided. However, the efficacy increased depending on the length of the dew period. MTB-951 and ALA exhibited an additive effect on E. crus-galli under 3 day dew conditions, although they exhibited a significant synergistic effect under no-dew conditions. When the leaves of E. crus-galli were immersed in deionized water containing the conidia of MTB-951, cellular electrolyte leakage from the leaves was observed. The ALA increased the electrolyte leakage by MTB-951 synergistically. Also, ALA increased the number of lesions on the leaves of E. crus-galli caused by MTB-951 under light conditions but failed to increase the number under dark conditions. These results suggest that ALA promotes infection with MTB-951 for E. crus-galli through its photodynamic action.",2006,6,44,49,http://dx.doi.org/10.1111/j.1445-6664.2006.00194.x
1486,Cecylia,not vetted,"Coombs, RM; Cleworth, MA; Davies, DH",The control of Psychoda alternata (Psychodidae) in sewage biological filters by application of the insect growth regulator pyriproxyfen,WATER RESEARCH,"The effectiveness of using the insect growth regulator pyriproxyfen to control the nuisance fly Psychoda alternata on the biological filters at Failsworth Sewage Works, Greater Manchester, was investigated. In the trials, populations of P. alternata in a test filter dosed with insecticide were compared with an untreated control filter. Two trials were undertaken which tested the efficacy of different formulations of the insecticide. In the first trial (August 1991) pyriproxyfen was applied as an aqueous suspension of active ingredient at a concentration of 0.5 mg l(-1). Significant (P < 0.05) reductions in the number of P. alternata adults emerging from the test filter were achieved for a period of 22 d post treatment. Over this period reductions in emergence ranged from 19 to 77%. In the second trial (September 1991) pyriproxyfen was applied as the granular formulation, Sumilarv(R), to the surface of the filter, at a dose rate of 77.4 g m(-2) of filter area, equivalent to an estimated concentration of 0.42 mg l(-1) in the filter over a 2h period. This produced significant (P < 0.05) reductions in adult emergence for a period of 28 d. Control ranged from 35 to 92%. No adverse effects on the non dipteran filter fauna, the chemical performance of the filter, or on the invertebrates in the river receiving the works effluent, were detected for the two trials.",1996,30,654,662,http://dx.doi.org/10.1016/0043-1354(95)00175-1
1487,Cecylia,not vetted,"Ren, X; Dai, PY; Perveen, A; Tang, Q; Zhao, LY; Jia, X; Li, YS; Li, CM",Effects of chronic glyphosate exposure to pregnant mice on hepatic lipid metabolism in offspring,ENVIRONMENTAL POLLUTION,"Glyphosate is the active ingredient in Roundup, one of the most popular herbicides in the world, and its toxicity has caused increasing concerns. The present study aims to investigate the toxic effects of prenatal exposure to pure glyphosate or Roundup on lipid metabolism in offspring. During gestational days (GDs), ICR mice (from Institute of Cancer Research) were given distilled water, 0.5% glyphosate solution (w/v, 0.5 g/100 ml) or 0.5%-glyphosate Roundup solution orally. The livers and serum samples of the offspring were collected on gestational day 19 (GD19), postnatal day 7 (PND7) and PND21. The results showed a significant decrease in the body weight and obvious hepatic steatosis with excessive lipid droplet formation in offspring. Moreover, the concentrations of lipids such as triglycerides (TGs), total cholesterol (T-CHO), and low-density lipoprotein cholesterols (LDL-C) increased to a significant extent in both the serum and livers. Furthermore, there were significant differences in the expression levels of the genes SREBP1C, SREBP2, Fasn, Hmgcr, Hmgcs and PPAR alpha, which are related to lipid biosynthesis or catabolism in the liver. These results demonstrate that chronic prenatal exposure to glyphosate can result in lipid metabolism disruption in the offspring of mice, as glyphosate exerts a negative influence on the expression of lipogenesis genes. (C) 2019 Elsevier Ltd. All rights reserved.",2019,254,NA,NA,http://dx.doi.org/10.1016/j.envpol.2019.07.074
1488,Cecylia,not vetted,"Liang, Y; Wang, SJ; Jia, HJ; Yao, YJ; Song, JH; Dong, HQ; Cao, YS; Zhu, F; Huo, ZY",Pectin functionalized metal-organic frameworks as dual-stimuli-responsive carriers to improve the pesticide targeting and reduce environmental risks,COLLOIDS AND SURFACES B-BIOINTERFACES,"Encapsulation of active ingredients into intelligent response controlled release carriers has been recognized as a promising approach to enhance the utilization efficiency and reduce the environmental risks of pesticides. In this work, an intelligent redox and pectinase dual stimuli-responsive pesticide delivery system was constructed by bonding pectin with metal-organic frameworks (FeMOF nanoparticles) which were loaded with pyraclostrobin (PYR@FeMOF-pectin nanoparticles). The successful fabrication of PYR@FeMOF-pectin nanoparticles was proved by a series of physicochemical characterizations. The results indicated that the loading capacity of PYR@FeMOF-pectin nanoparticles for pyraclostrobin was approximately 20.6%. The pectin covered on the surface of PYR@FeMOF nanoparticles could protect pyraclostrobin from photolysis and improve their spreadability on rice blades effectively. Different biological stimuli associated with Magnaporthe oryzae could trigger the release of pyraclostrobin from the pesticide-loaded core-shell nanoparticles, resulting in the death of pathogens. The bioactivity survey determined that PYR@FeMOF-pectin nanoparticles had a superior fungicidal activity and a longer duration against Magnaporthe oryzae than pyraclostrobin suspension concentrate. In addition, the FeMOF-pectin nanocarriers showed no obvious phytotoxicity and could enhance the shoot length and root length of rice plants. More importantly, PYR@FeMOF-pectin nanoparticles had an 8-fold reduction in acute toxicity to zebrafish than that of pyraclostrobin suspension concentrate. Therefore, the dual-responsive FeMOF-pectin nanocarriers have great potential for realizing site-specific pesticide delivery and promoting plant growth.",2022,219,NA,NA,http://dx.doi.org/10.1016/j.colsurfb.2022.112796
1489,Cecylia,not vetted,"Malecot, M; Guevel, B; Pineau, C; Holbech, BF; Bormans, M; Wiegand, C",Specific Proteomic Response of Unio pictorum Mussel to a Mixture of Glyphosate and Microcystin-LR,JOURNAL OF PROTEOME RESEARCH,"Cyanobacterial toxins and pesticides regularly impact fresh-waters. Microcystin-LR is one of the most toxic and common cyanobacterial toxins whereas glyphosate is the active ingredient of a widely use herbicide. As filter feeders, freshwater mussels are particularly exposed. Like many native bivalve species, Unio pictorum suffers from a continuous decline in Europe. In order to get a deeper insight of its response to contaminants, U. pictorum was exposed to either 10 mu g L-1 of microcystin-LR or 10 mu g L-1 of glyphosate or a mixture of both. Proteins of the digestive glands were extracted and analyzed by DIGE. Gel analysis revealed 103 spots with statistical variations, and the response seems to be less toward glyphosate than to microcystin-LR. Specific spots have variations only when exposed to the mixture, showing that there is an interaction of both contaminants in the responses triggered. The proteins of 30 spots have been identified. They belong mostly to the cytoskeleton family, but proteins of the oxidative pathway, detoxification, and energetic metabolism were affected either by glyphosate or microcystin-LR or by the mixture. These results demonstrate the importance to study contaminants at low concentrations representative of those found in the field and that multicontaminations can lead to different response pathways.",2013,12,5281,5292,http://dx.doi.org/10.1021/pr4006316
