STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI,MORTALITY_SURVIVAL_ORGANISM_VIABILITY,LD50_WITH_CI_AVAILABLE,DATA_REQUEST_REQUIRED,OTHER_ENDPOINTS_STUDIED,COMMENTS
scopus3756,Guy,YES,Devi A.P.; Rato D.M.R.; Tilak K.S.; Murty A.S.,relative toxicity of the technical grade material isomers and formulations of endosulfan to the fish channa punctata,Bulletin of Environmental Contamination and Toxicology,[No abstract available],1981,27,239,243,10.1007/BF01611015,YES,YES,NO,n/a,n/a
scopus750,Guy,YES,Bano S.; Burhan Z.-U.-N.; Nadir M.; Ahmed A.; Rasool S.G.; Siddiqui P.J.A.; Rasheed M.,removal efficiency of marine filamentous cyanobacteria for pyrethroids and their effects on the biochemical parameters and growth,Algal Research,"Pesticides, widely used in agricultural fields, eventually washed into surface waters, affecting a wide range of non-target organisms, including marine biota. In order to evaluate the response of two filamentous cyanobacteria isolated from marine environment, Pseudanabaena sp. (MB.1007) and Leptolyngbya sp. (MB.1010) were exposed to different concentration of technical grades (5–100 μg.mL−1) and formulated commercial products (5–500 μg.mL−1) of cypermethrin and deltamethrin. Morphological parameters, growth rates, photosynthetic pigments, carbohydrates, lipids, ash, moisture, and protein contents were estimated. Cypermethrin at concentrations up to 20 μg.mL−1 stimulated growth rates, photosynthetic pigments, and biochemical parameters while deltamethrin showed inhibitory effects. Cypermethrin treated cells exhibited significant survivability as compared to those treated with deltamethrin. Analysis of recovered pesticides from the treated media showed the efficiency of both strains in pyrethroid removal. Pseudanabaena sp. (MB.1007) was found to be more efficient with up to 98.0% for cypermethrin and 99.0% for deltamethrin removal as compare to Leptolyngbya sp. (MB.1010) which showed removal efficiency of 82.0% for cypermethrin and 97.8% for deltamethrin. After removal study, a total of 35 chemical constituents have been identified from four different pooled culture media including 13 hydrocarbons (6, 10, 11, 12, 14, 15, 16, 18, 19, 31–33 and 35), 8 fatty alcohols and their derivatives (1, 2, 4, 7, 17, 20, 30, and 34), 8 aromatics including 2 phthalates (13 and 24), a fatty ketone (8), a furan (9), a fatty acid ester (23) and a fulvene (26). 3-phenoxy-benzaldehyde (3) and 1-(2-methyl-cyclopropyl)-ethanone (29), the degradation products of cypermethrin and deltamethrin, were also identified from the media exploiting GCMS. © 2021 Elsevier B.V.",2021,60,,,10.1016/j.algal.2021.102546,YES,NO,YES,PHOTOSYNTHESIS/MORPHOLOGY,may be able to calculate LD50s if I have the raw data.
scopus425,Guy,YES,Nakayama T.; Mimura Y.; Hirano K.,renal cortical hypoperfusion caused by glyphosate–surfactant herbicide,Clinical and Experimental Nephrology,[No abstract available],2019,23,865,866,10.1007/s10157-019-01691-z,n/a,n/a,n/a,n/a,comparison of interest not performed.
wos1469,Guy,YES,"Lorch, M; Agaras, B; Garcia-Parisi, P; Druille, M; Omacini, M; Valverde, C",repeated annual application of glyphosate reduces the abundance and alters the community structure of soil culturable pseudomonads in a temperate grassland,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,"Grasslands include some of the most endangered and less protected ecosystems on the planet, such as the Pampa of South America. In the Flooding Pampa where native grasslands were not replaced by crops, glyphosate is frequently sprayed in late-summer every year to increase winter forage productivity for cattle without knowing the impacts on both aboveground and belowground grassland genetic resources. Here, we evaluated the effect of this practice on the abundance and community structure of members of the genus Pseudomonas, one of the most diverse bacterial taxa of the plant rhizosphere broadly recognized by their benefits on plant growth and protection, and on soil remediation. In a field experiment, we analyzed the impact of a single application or of a repeated annual application during 4 consecutive years of the recommended dose of commercial glyphosate (Glacoxan (R), 3 l ha(-1) and 1440 g active ingredient ha(-1)). In a greenhouse experiment, we tested whether exposure of bare soil to either commercially formulated or pure glyphosate has a direct impact on the resident pseudomonas community in the absence of plants. In the field, we found that the repeated annual herbicide application resulted in a reduction in the abundance and a shift in the community structure of culturable pseudomonads, with evidence of an enrichment of glyphosate-metabolizing lineages. On the other hand, a single application of glyphosate to bare soil under greenhouse conditions did not affect the abundance nor the community structure of pseudomonads. Considering that these plant-beneficial bacteria are natural inhabitants of the rhizosphere and that their fitness is promoted by plant root exudates, the observed alterations are most likely associated with the drop in the vegetation cover directly provoked by the effect of glyphosate. For the first time, we report on the consequences that a reiterated glyphosate application has on a diverse soil reservoir of bacteria that contributes to crucial ecosystem functions in a temperate natural grassland under animal production. Our findings strengthen the notion that this agronomical practice has an unavoidable imprint on non-target microorganisms that are relevant components of the plant-soil feedbacks and that may be instrumental for ecosystem restoration. We conclude that it is necessary to develop sustainable management practices to avoid affecting key functional microorganisms and exploit their contributions to society.",2021,319,NA,NA,http://dx.doi.org/10.1016/j.agee.2021.107503,YES,NO,NO,n/a,one concentration tested
wos284,Guy,YES,"Allegrini, M; Gomez, ED; Zabaloy, MC",repeated glyphosate exposure induces shifts in nitrifying communities and metabolism of phenylpropanoids,SOIL BIOLOGY & BIOCHEMISTRY,"Glyphosate is the most used herbicide worldwide. Repeated applications are very common in the field due to increasing incidence of glyphosate resistant (GR) weeds. Although several studies have considered the effects of single applications, the information related with the impact of repeated applications on soil microbial communities is comparatively less. We designed a laboratory experiment at microcosm level to assess the impact of up to three applications of glyphosate on microbial communities of soils with (H) and without history (NH) of exposure to the herbicide. The overall bacterial community and a specific group, the ammonia-oxidizing bacteria (AOB), were considered. Control microcosms (no glyphosate) and those with one, two or three applications of the active ingredient (AI, N-(phosphonomethyl)glycine potassium salt) or a commercial formulation (CF, Roundup Full II) were sampled after the final application. A higher respiratory quotient (RQ) was detected with p-coumaric acid as C source for microcosms with three applications (AI or CF) relative to the control. Estimations of abundance of amoA gene (AOB) and 16S rRNA gene (Eubacteria) using Quantitative Real Time PCR (qPCR) indicated no effects of three applications (AI or CF). However, significant differences were detected for the CF when the abundance of AOB was related to Eubacteria. Additionally, a shift in the structure of AOB was detected after three applications of either the AI or the CF. Together these results reflect an impact of repeated exposure to glyphosate on bacterial groups involved in key processes for C and N cycling in soil. (C) 2016 Elsevier Ltd. All tights reserved.",2017,105,206,215,http://dx.doi.org/10.1016/j.soilbio.2016.11.024,NO,NO,NO,GENE EXPRESSION,n/a
wos58,Guy,YES,"Vidal, T; Pereira, JL; Abrantes, N; Soares, AMVM; Goncalves, F",reproductive and developmental toxicity of the herbicide betanal (r) expert and corresponding active ingredients to daphnia spp.,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"The commercial herbicide formulation Betanal (R) Expert and its active ingredients (a.i.s) ethofumesate, phenmedipham and desmedipham were focused in this study. Following questions yielding from a previous study, an in-depth analysis of the reproductive toxicity of the pesticide was made. Long-term exposures of Daphnia magna and Daphnia longispina to Betanal (R) Expert, to each a.i. and to a customised mixture matching the a.i.s ratio within the commercial formulation were carried out, and deleterious effects in the offspring were recorded. This intended to clarify whether (1) the tested compounds induce reproductive injury; (2) there is interspecific variation in daphnids tolerance to the compounds; (3) there is an interaction between chemicals in combined treatments; and (4) the so-called inert ingredients added to the commercial formulation contribute to the toxicity of the herbicide. Generally, developmental impair was observed in both species (egg abortion and release of undeveloped embryos or dead offspring) at concentrations of any of the a.i.s below 1 mg L-1. Ethofumesate was invariably the least toxic pesticide, and D. magna tended to be of slightly higher sensitivity to the exposures compared to D. longispina. Joint exposures indicated that the a.i.s can interact, inducing more than and less than additive effects for Betanal (R) Expert and the customised a.i. mixture, respectively. This indicates that inert ingredients co-formulating the commercial pesticide (which are absent from the customised a.i. mixture) actually contribute to its overall toxicity. This study constitutes an add-on to the discussion on the ecotoxicological framework required for authorisation of pesticide trade and usage. The results support the need to consider test species, long-term hazardous potential and toxicity of commercial formulations rather than solely that of active ingredients, as relevant variables in pesticide regulation.",2016,23,13276,13287,http://dx.doi.org/10.1007/s11356-016-6492-9,NO,NO,NO,REPRODUCTIVE TOXICITY/GROWTH/FITNESS,n/a
wos6,Guy,YES,"Jacques, MT; Bornhorst, J; Soares, MV; Schwerdtle, T; Garcia, S; Avila, DS",reprotoxicity of glyphosate based formulation in caenorhabditis elegans is not due to the active ingredient only,ENVIRONMENTAL POLLUTION,"Pesticides guarantee us high productivity in agriculture, but the long-term costs have proved too high. Acute and chronic intoxication of humans and animals, contamination of soil, water and food are the consequences of the current demand and sales of these products. In addition, pesticides such as glyphosate are sold in commercial formulations which have inert ingredients, substances with unknown composition and proportion. Facing this scenario, toxicological studies that investigate the interaction between the active principle and the inert ingredients are necessary. The following work proposed comparative toxicology studies between glyphosate and its commercial formulation using the alternative model Caenorhabditis elegans. Worms were exposed to different concentrations of the active ingredient (glyphosate in monoisopropylamine salt) and its commercial formulation. Reproductive capacity was evaluated through brood size, morphological analysis of oocytes and through the MD701 strain (bcIs39), which allows the visualization of germ cells in apoptosis. In addition, the metal composition in the commercial formulation was analyzed by ICP-MS. Only the commercial formulation of glyphosate showed significant negative effects on brood size, body length, oocyte size, and the number of apoptotic cells. Metal analysis showed the presence of Hg, Fe, Mn, Cu, Zn, As, Cd and Pb in the commercial formulation, which did not cause reprotoxicity at the concentrations found. However, metals can bio-accumulate in soil and water and cause environmental impacts. Finally, we demonstrated that the addition of inert ingredients increased the toxic profile of the active ingredient glyphosate in C. elegans, which reinforces the need of components description in the product labels. (C) 2019 Elsevier Ltd. All rights reserved.",2019,252,1854,1862,http://dx.doi.org/10.1016/j.envpol.2019.06.099,YES,NO,YES,REPRODUCTIVE TOXICITY/GROWTH/FITNESS,did not provide CIs.
wos1995,Guy,YES,"Tang, Q; Xu, ZL; Hong, AM; Zhang, X; Kah, M; Li, LXY; Wang, YW",response of soil enzyme activity and bacterial community to copper hydroxide nanofertilizer and its ionic analogue under single versus repeated applications,SCIENCE OF THE TOTAL ENVIRONMENT,"Nanosized agrochemicals like nanofertilizers are being applied to soils. Adverse impacts of nanofertilizers on soil microflora were reported in past studies, but only considering a single application. Repeated applications are however more likely to occur in agriculture. We investigated effects of single versus repeated applications of a copper hydroxide nanofertilizer formulation (NFF) on soil enzyme activity and bacterial community. One or three applications were performed within 21 days to achieve same final level of Cu in soil (48 mg(Cu)/kg: the recommended dose of NFF). Besides, the active ingredient (i.e., copper hydroxide nanotubes (NT)) and dispersing agent (DA) of NFF, and an ionic fertilizer (i.e., CuSO4) were examined. Fluorescein diacetate hydrolase (FDAse), N-acetylglucosaminidase (NAG), leucine aminopeptidase (LAP), and urease (URE) showed negligible changes in the activities between the control and DA treatment. Bacterial community abundance, composition and diversity exhibited similar phenomena. Exposures to copper hydroxide NFF and NT or CuSO4 enhanced the activities of FDAse and NAG, weakened the activity of URE, and showed negligible changes in the LAP activity irrespective of single and repeated applications. Concentrations of NO3--N and NH4+-N in soil were also affected by the application mode of NFF. More importantly, responses of soil bacterial community to copper hydroxide NFF were highly dependent on its application mode, whereas similar responses were observed in the CuSO4 treatment regardless of single or repeated applications. This study provided new insights into environmental risk of copper hydroxide NFF that were ignored in previous studies using a single exposure. (C) 2021 Elsevier B.V. All rights reserved.",2021,796,NA,NA,http://dx.doi.org/10.1016/j.scitotenv.2021.148974,n/a,n/a,n/a,n/a,fertiliser not pesticide.
wos1166,Guy,YES,"Garcia, CASY; Vera, MS; Vinocur, A; Graziano, M; Miranda, C; Pizarro, HN",rethinking the term glyphosate effect through the evaluation of different glyphosate based herbicide effects over aquatic microbial communities star,ENVIRONMENTAL POLLUTION,"Glyphosate-based herbicides (GBH) -the most widely used herbicides in agriculture worldwide-are frequently generalized by the name of glyphosate. However, GBH encompass a variety of glyphosate salts as active ingredient and different adjuvants, which differ between products. These herbicides reach water bodies and produce diverse impacts over aquatic communities. Yet, the risk assessment assays required for the approval focus mostly on active ingredients. Herein, we compared the effect of five different GBH as well as of monoisopropylamine salt of glyphosate (GIPA) on aquatic microbial communities from natural shallow lakes that were mixed and allowed to evolve in an outdoor pond. We performed an 8-day long assay under indoor control conditions to evaluate the effects of exposure on the structure of nano-plus microphytoplankton (net phytoplankton, with sizes between 2 and 20 mu m and >20 mu m, respectively) and picoplankton (size ranging between 0.2 and 2 mu m) communities through microscopy and flow cytometry, respectively. Significantly different effects were evident on the structure of microbial communities dependent on the GBH, even with herbicides sharing similar active ingredients. Each GBH evoked increases of different magnitude in bacterioplankton abundance. Furthermore, GIPA and a formulation decreased the abundance of a phycocyanin-rich (PC-rich) picocyanobacteria (Pcy) cytometric population and GIPA further altered Pcy composition. Also, two GBH increased net phytoplankton total abundance and, unlike the tested GBH, no apparent effect of GIPA was detected on this community structure. These results demonstrate that GBH effects on aquatic microbial communities should not be summarized as glyphosate effects considering that the formulations have effects beyond those exerted by the active ingredients alone. This work intends to alert on the lack of real knowledge regarding the consequences of the variety of GBH on natural aquatic ecosystems. Indeed, the wide use of the term glyphosate effect should be thoroughly rethought.",2022,292,NA,NA,http://dx.doi.org/10.1016/j.envpol.2021.118382,NO,NO,NO,PHYTOPLANKTON ABUNDANCE,one concentration tested
wos963,Guy,YES,"Straw, EA; Carpentier, EN; Brown, MJF",roundup causes high levels of mortality following contact exposure in bumble bees,JOURNAL OF APPLIED ECOLOGY,"Pollinators underpin global food production, but they are suffering significant declines across the world. Pesticides are thought to be important drivers of these declines. Herbicides are the most widely applied type of pesticides and are broadly considered 'bee safe' by regulatory bodies who explicitly allow their application directly onto foraging bees. We aimed to test the mortality effects of spraying the world's most popular herbicide brand (Roundup(R)) directly onto bumble bees Bombus terrestris audax. We used three Roundup(R) products, the consumer products Roundup(R) Ready-To-Use and Roundup(R) No Glyphosate, the agricultural product Roundup(R) ProActive, as well as another herbicide with the same active ingredient (glyphosate), Weedol(R). Label recommended pesticide concentrations were applied to the bees using a Roundup(R) Ready-To-Use spray bottle. Bees exhibited 94% mortality with Roundup(R) Ready-To-Use(R) and 30% mortality with Roundup(R) ProActive(R), over 24 hr. Weedol(R) did not cause significant mortality, demonstrating that the active ingredient, glyphosate, is not the cause of the mortality. The 96% mortality caused by Roundup(R) No Glyphosate supports this conclusion. Dose-dependent mortality caused by Roundup(R) Ready-To-Use, further confirms its acute toxicity. Roundup(R) products caused comprehensive matting of bee body hair, suggesting that surfactants, or other co-formulants in the Roundup(R) products, may cause death by incapacitating the gas exchange system. These mortality results demonstrate that Roundup(R) products pose a significant hazard to bees, in both agricultural and urban systems, and that exposure of bees to them should be limited. Synthesis and applications. Surfactants, or other co-formulants, in herbicides and other pesticides may contribute to global bee declines. We recommend that, as a precautionary measure until co-formulant identities are made public, label guidelines for all pesticides be altered to explicitly prohibit application to plants when bees are likely to be foraging on them. As current regulatory topical exposure toxicity testing inadequately assesses toxicity of herbicide products, we call for pesticide companies to release the full list of ingredients for each pesticide formulation, as lack of access to this information hampers research to determine safe exposure levels for beneficial insects in agro-ecosystems.",2021,58,1167,1176,http://dx.doi.org/10.1111/1365-2664.13867,n/a,n/a,n/a,n/a,comparison of interest not performed.
wos1374,Guy,YES,"Hao, YW; Xu, WP; Gao, JF; Zhang, Y; Yang, Y; Tao, LM",roundup induced ampk/mtor mediated autophagy in human a549 cells,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,"The extensive use of pesticide caused an amount of pressure on the environment and increased the potential human health risk. Glyphosate-based herbicide (GBH) is one of the most widely used pesticides based on a 5-enolpyruvylshikimate-3-phosphate synthase target, which does not exist in vertebrates. Here, we study autophagic effects of the most famous commercial GBH Roundup (RDP) on human A549 cells in vitro. Intracellular biochemical assay indicated opening of mitochondrial permeability transition pore, LC3-II conversion, up-regulation of beclin-1, down-regulation of p62, and the changes in the phosphorylation of AMPK and mTOR induced by RDP in A549 cells. Further experimental results indicated that all the effects induced by RDP were related to its adjuvant polyethoxylated tallow amine, not its herbicidal active ingredient glyphosate isopropylamine salt. All these results showed that RDP has the ability to induce AMPK/mTOR-mediated cell autophagy in human A549 cells. This study would provide a theoretical basis for understanding RDP's autophagic effects on human A549 cells and attract attention on the potential human health risks induced by the adjuvant.",2019,67,11364,11372,http://dx.doi.org/10.1021/acs.jafc.9b04679,NO,NO,NO,AUTOPHAGY,n/a
coxcited191,Guy,YES,"Braconi, Daniela; Bernardini, Giulia; Millucci, Lia; Jacomelli, Gabriella; Micheli, Vanna; Santucci, Annalisa",saccharomyces cerevisiae as a tool to evaluate the effects of herbicides on eukaryotic life,HERBICIDES AND ENVIRONMENT,,2011,NA,493,514,,YES,NO,NO,OXIDATIVE STRESS/PROTEOMICS,one concentration tested
wos815,Guy,YES,"Maynard, SK; Edwards, P; Wheeler, JR",saving two birds with one stone: using active substance avian acute toxicity data to predict formulated plant protection product toxicity,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Environmental safety assessments for exposure of birds require the provision of acute avian toxicity data for both the pesticidal active substance and formulated products. As an example, testing on the formulated product is waived in Europe using an assessment of data for the constituent active substance(s). This is often not the case globally, because some countries require acute toxicity tests with every formulated product, thereby triggering animal welfare concerns through unnecessary testing. A database of 383 formulated products was compiled from acute toxicity studies conducted with northern bobwhite (Colinus virginianus) or Japanese quail (Coturnix japonica) (unpublished regulatory literature). Of the 383 formulated products studied, 159 contained only active substances considered functionally nontoxic (median lethal dose [LD50] > highest dose tested). Of these, 97% had formulated product LD50 values of > 2000 mg formulated product/kg (limit dose), indicating that no new information was obtained in the formulated product study. Furthermore, defined (point estimated) LD50 values for formulated products were compared with LD50 values predicted from toxicity of the active substance(s). This demonstrated that predicted LD50 values were within 2-fold and 5-fold of the measured formulated product LD50 values in 90% and 98% of cases, respectively. This analysis demonstrates that avian acute toxicity testing of formulated products is largely unnecessary and should not be routinely required to assess avian acute toxicity. In particular, when active substances are known to be functionally nontoxic, further formulated product testing adds no further information and unnecessarily increases bird usage in testing. A further analysis highlights the fact that significant reductions (61% in this dataset) could be achieved by using a sequential testing design (Organisation for Economic Co-operation and Development test guideline 223), as opposed to established single-stage designs. (C) 2014 The Authors.",2014,33,1578,1583,http://dx.doi.org/10.1002/etc.2590,YES,NO,YES,n/a,review of pesticide company data. Contact to ask how they went about requesting data from pesticide companies.
wos172,Guy,YES,"Rocha, O; Neto, AJG; Lima, JCD; Freitas, EC; Miguel, M; Mansano, AD; Moreira, RA; Daam, MA",sensitivities of three tropical indigenous freshwater invertebrates to single and mixture exposures of diuron and carbofuran and their commercial formulations,ECOTOXICOLOGY,"As compared to their temperate counterparts, few toxicity tests have been conducted so far into the evaluation of the sensitivity of indigenous tropical species to pesticides. Especially mixture toxicity assessments appear to be scarce. To contribute to increase our knowledge in this arena, we evaluated the acute toxicity of diuron and carbofuran and their mixtures to the neotropical oligochaetes Allonais inaequalis and Dero furcatus, and the ostracod Strandesia trispinosa. Tests were performed with both the pure active ingredients, as well as their formulated products. The toxicity of the latter to the three test organisms was generally greater than that of the pure active ingredients, although absolute differences were rather small. The sensitivity of the indigenous species was slightly greater than temperate test species from the same taxonomic groups. The concentration addition conceptual model best described the results of the mixture toxicity data. Derived deviations of this model appeared to be dependent on the test organism and as to whether the pesticides were applied as active ingredients or their commercial products. Reported field concentrations of the two pesticides indicate risks to freshwater biota, especially if they are both present. The test species used in the present study are concluded to be suitable candidates as surrogate test organisms in local pesticide risk evaluations.",2018,27,834,844,http://dx.doi.org/10.1007/s10646-018-1921-9,YES,YES,NO,n/a,n/a
scopus149,Guy,YES,Linder Greg; Barbitta Janet; Kwaiser Ty,short term amphibian toxicity tests and paraquat toxicity assessment,ASTM Special Technical Publication,"Changes in agricultural practice may alter agrichemical effects on nontarget wild-life. Because of routine practice in various forms of conservation tillage, paraquat (1,1′-dimethyl-4,4′-bipyridinium dichloride) has increasingly been used for weed control in agricultural fields and in supporting management practices. Though highly adsorbed by soil and foliage, paraquat may gain increased notice as an agrichemical potentially impacting wetlands which surround much of the farmland across the country; consequently, amphibian toxicity evaluations may be incorporated into wildlife hazard assessments conducted for chemicals finding increased use in conservation tillage. Using amphibians representative of two anuran families, early life stage toxicity tests (96-h modified FETAX) were performed. Acute and subacute exposures were completed, and toxicity endpoints (mortality and teratogenicity) were evaluated for exposures to technical-grade and formulation-grade paraquat. These preliminary toxicity assessments suggested that acute and subacute endpoints for each form of paraquat may be significantly different, since the commercial formulation was three times as acutely toxic as the technical-grade chemical. Furthermore, it appeared that species and familial differences must be regarded with increased caution until a comparative toxicity data base is developed for amphibians.",1990,,189,198,10.1520/stp20107s,n/a,n/a,n/a,n/a,could not access. Contact authors.
wos4,Guy,YES,"Accinelli, C; Screpanti, C; Dinelli, G; Vicari, A",short time effects of pure and formulated herbicides on soil microbial activity and biomass,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,"The short-time of six pure herbicides (atrazine, terbuthylazine, rimsulfuron, primisulfuron-methyl, glyphosate and gluphosinate-ammonium) with respect to the corresponding commercial formulations on microbial activity and biomass of sandy loam soil were investigated. Application rates were: agricultural rate, 20 and 200 mug a.i. g(-1) soil. Application at normal agricultural rates did not lead to significant effects on soil microbial activity, whereas soil microbial activity was markedly stimulated when pure and commercial formulations of the six herbicides were applied at 20 mug a.i. g(-1) soil. The addition of 200 mug a.i. g(-1) soil of four pure herbicides (atrazine, terbuthylazine, rimsulfuron, primisulfuron-methjyl) led to a significant decrease of soil microbial activity. Commercial formulations characterized by a higher relative a.i. concentration (atrazine and primisulfuron-methyl) approximately determined the same decreasing effect of the pure compound, whereas herbicide formulations with a lower relative a.i. concentration (terbuthylazine and rimsulfuron) produced a significant increase in soil microbial activity.",2002,82,519,527,http://dx.doi.org/10.1080/03067310290009514,YES,NO,NO,n/a,three concentrations
scopus3243,Guy,YES,Eijsackers H.,side effects of the herbicide 245‐t affecting mobility and mortality of the springtail onychiurus quadriocellatus gisin (collembola),Zeitschrift für Angewandte Entomologie,"The herbicide 2,4,5‐T is widely used in forestry and nature reserves against black cherry (Prunus serotina) and birch (Betula spp.). When adult specimens of the springtail Onychiurus quadriocellatus Gisin (taken as a representative of the important group of the soil fauna, the Collemboles) in laboratory experiments were continuous exposed to the herbicide, a dose of 0.003 ml/dm2 already caused a significant increase in mortality. Not only the active ingredient of the herbicide (2,4,5‐T isooctylester), but also the formulation fluid itself proved to be toxic, be it to a lower extent. The toxic action of the herbicide is mainly caused by direct contact; there was only a slight effect after application as a vapour. Juvenile springtails proved to be more susceptible than adults. The herbicide also influenced the mobility of the springtails. A high dose (0.025 ml/dm2) decreased mobility, whereas a low dose (0.003 ml/dm2) gave an increased mobility. Moreover the herbicide excercised a repellent action on springtails; these were able to avoid treated sections of the substrate, as well as to escape from them. In spite of this repellency a considerable proportion of the springtails tested died, although given the opportunity to escape. They died on the treated substrate or after escape from it. The amounts of herbicide found on the soil under and between black cherry shrubs after practical applications, varied from 0.0005 to 0.017 ml/dm2. From this and the above mentioned results of laboratory experiments, in the field side effects of the herbicide 2,4,5‐T are to be expected. Nebenwirkungen des Herbizids 2,4,5‐T auf den Springschwanz Onychiurus quadriocellatus Gisin (Collembola) Die Anwendung des Mittels 2,4,5‐T zur Bekämpfung von Prunus serotina und Betula spp. hat in den Niederlanden sowohl in Wäldern als auch in Naturreservaten in der letzten Zeit mehr und mehr zugenommen. Es stellte sich heraus, daß in Laborversuchen, wo erwachsene Tiere von Onychiurus quadriocellatus Gisin — als Vertreter der Collembolengruppe — ständig dem Einfluß des Mittels ausgesetzt waren, eine Dosis von 0,003 ml/dm2 schon eine ziemlich hohe Mortalität verursachte. Die schädliche Wirkung war dabei nicht nur der wirksamen Substanz (2,4,5‐T isooctylester) des Mittels zuzuschreiben, sondern auch den Formulierungsbestandteilen. Die Toxizität wurde hauptsächlich durch direkte Berühung mit dem Mittel verursacht, jedoch nahm bei Ausbringung in Dampf‐Form die toxische Wirkung ab. Die Jungtiere zeigten größere Empfindlichkeit als die Adulten. Das Unkrautbekämp‐fungsmittel beeinflußte weiterhin die Mobilität der Springschwänze. Bei hoher Dosis (0,025 ml/dm2) kam es zu einer Abnahme der Mobilität, bei geringer Dosis (0,003 ml/ dm2) zu einer Zunahme. Außerdem zeigte das Herbizid eine abschreckende Wirkung auf die Springschwänze. Dennoch starben die meisten Versuchstiere, weil es ihnen nicht gelang, den vergifteten Stellen zu entrinnen. Die Herbizid‐akkumulationen, die in der Praxis in Waldböden gefunden wurden, wechselten wie in den Laborversuchen zwischen 0,0005 und 0,017 ml/dm2. Deshalb ist es sehr wahrscheinlich, daß bei der Verwendung des Unkraut‐bekämpfungsmittels 2,4,5‐T in unseren Böden ebenfalls schädliche Nebenwirkungen auf‐treten. 1978 Blackwell Verlag GmbH",1978,86,349,372,10.1111/j.1439-0418.1978.tb01942.x,YES,NO,NO,BEHAVIOUR,survival style analysis
wos19,Guy,YES,"Tadei, R; Menezes-Oliveira, VB; Silva-Zacarin, ECM",silent effect of the fungicide pyraclostrobin on the larval exposure of the non target organism africanized apis mellifera and its interaction with the pathogen nosema ceranae in adulthood,ENVIRONMENTAL POLLUTION,"The frequent exposure of bees to a wide variety of fungicides, on crops where they forage, can be considered a stressor factor for these pollinators. The organisms are exposed both to the fungicide active ingredients and to the adjuvants of commercial formulations. All these ingredients are brought to the hive by bee foragers through contaminated pollen and nectar, thus exposing also immature individuals during larval phase. This work aimed to compare the effects of larval exposure to the fungicide pyraclostrobin (active ingredient and commercial formulation) and its influence on the cytotoxicity to midguts in adults, which were inoculated with the Nosema ceranae spores in the post-emergence stage. Under laboratory conditions, Apis mellifera larvae received an artificial diet containing fungicide solution from the third to the sixth day of the feeding phase. One-day-old adult workers ingested 100,000 infectious N. ceranae spores mixed in sucrose solution. Effects on midgut were evaluated through cellular biomarkers of stress and cell death. The exposure to the fungicide (active ingredient and commercial formulation) did not affect the larval post-embryonic development and survival of adult bees. However, this exposure induced cytotoxicity in the cells of the midgut, showed by the increase in DNA fragmentation and alteration in the HSP70 immunolabeling pattern. Without the pathogen, the midgut cytotoxic effects and HSP70 immunolabeling of the organisms exposed to the commercial formulation were lower when compared to the exposure to its active ingredient. However, in the presence of the pathogen, the cytotoxic effects of the commercial formulation to the adult bees' midgut were potentialized. The pathogen N. ceranae increased the damage to the intestinal epithelium of adult bees. Thus, realistic doses of pyraclostrobin present in beebread consumed by larvae can affect the health and induce physiological implications to the midgut functions of the adult bees. (c) 2020 Elsevier Ltd. All rights reserved.",2020,267,NA,NA,http://dx.doi.org/10.1016/j.envpol.2020.115622,YES,NO,NO,CYTOTOXICITY,survival style analysis
