STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI
wos956,Guy,NO,"Klatyik, S; Bohus, P; Darvas, B; Szekacs, A",Authorization and Toxicity of Veterinary Drugs and Plant Protection Products: Residues of the Active Ingredients in Food and Feed and Toxicity Problems Related to Adjuvants,FRONTIERS IN VETERINARY SCIENCE,"Chemical substances applied in animal husbandry or veterinary medicine and in crop protection represent substantial environmental loads, and their residues occur in food and feed products. Product approval is governed differently in these two sectors in the European Union (EU), and the occurrence of veterinary drug (VD) and pesticide residues indicated by contamination notification cases in the Rapid Alert System for Food and Feed of the EU also show characteristic differences. While the initial high numbers of VD residues reported in 2002 were successfully suppressed to less than 100 cases annually by 2006 and on, the number of notification cases for pesticide residues showed a gradual increase from a low (approximately 50 cases annually) initial level until 2005 to more than 250 cases annually after 2009, with a halt occurring only in 2016. Main notifiers of VD residues include Germany, Belgium, the UK, and Italy (63, 59, 42, and 31 notifications announced, respectively), and main consigning countries of non-compliances are Vietnam, India, China, and Brazil (88, 50, 34, and 23 notifications, respectively). Thus, countries of South and Southeast Asia are considered a vulnerable point with regard to VD residues entering the EU market. Unintended side effects of VDs and plant protection products may be caused not only by the active ingredients but also by various additives in these preparations. Adjuvants (e.g., surfactants) and other co-formulants used in therapeutic agents and feed additives, as well as in pesticide formulations have long been considered as inactive ingredients in the aspects of the required main biological effect of the pharmaceutical or pesticide, and in turn, legal regulations of the approval and marketing of these additives specified significantly less stringent risk assessment requirements, than those specified for the active ingredients. However, numerous studies have shown additive, synergistic, or antagonistic side effects between the active ingredients and their additives in formulated products; moreover, toxicity has been evidenced for various additives. Therefore, toxicological evaluation of surfactants and other additives is essential for proper environmental risk assessment of formulations used in agriculture including animal husbandry and plant protection.",2017,4,NA,NA,http://dx.doi.org/10.3389/fvets.2017.00146
wos966,Guy,NO,"Gimeno, M",An overview of the latest development of microencapsulation for agricultural products,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,For the production of controlled-release agricultural formulations microencapsulation technologies are now the most used. Over the past two decades enormous progress has been made in order to develop the technologies which allow us to produce formulations tailor made to reach the target and fitting our toxicological requirements. This lecture is devoted to the definition of the criteria for selection of an active ingredient for microencapsulation and to a detailed review of the various techniques used today in commercal microencapsulated formulations. Resources are increasingly allocated into microencapsulation research & development by many agrochemical companies. Therefore the next 20 years should continue to yield innovative ideas including significant improvement of the physico-chemical and toxicological properties of the actual formulations on the market. Some of this new ideas are applied by our company in order to modify or improve those properties playing the key role in the intent for targeted activity: Recombination during production or upon storage. New protective colloides Dermal toxicity (LD 50) - secondary protective colloides Release rate parameters Modification by the change of mobility of the active ingredient from the core (solvent or fluid type) affecting transit time and therefore LD 50 values. Oral toxicity (LD 50). Graft copolymers irreversibly adsorbed to the capsule surface.,1996,31,407,420,http://dx.doi.org/10.1080/03601239609373001
wos968,Guy,NO,"Mullin, CA; Fine, JD; Reynolds, RD; Frazier, MT",Toxicological Risks of Agrochemical Spray Adjuvants: Organosilicone Surfactants May Not Be Safe,FRONTIERS IN PUBLIC HEALTH,"Agrochemical risk assessment that takes into account only pesticide active ingredients without the spray adjuvants commonly used in their application will miss important toxicity outcomes detrimental to non-target species, including humans. Lack of disclosure of adjuvant and formulation ingredients coupled with a lack of adequate analytical methods constrains the assessment of total chemical load on beneficial organisms and the environment. Adjuvants generally enhance the pesticidal efficacy and inadvertently the non-target effects of the active ingredient. Spray adjuvants are largely assumed to be biologically inert and are not registered by the USA EPA, leaving their regulation and monitoring to individual states. Organosilicone surfactants are the most potent adjuvants and super-penetrants available to growers. Based on the data for agrochemical applications to almonds from California Department of Pesticide Regulation, there has been increasing use of adjuvants, particularly organosilicone surfactants, during bloom when two-thirds of USA honey bee colonies are present. Increased tank mixing of these with ergosterol biosynthesis inhibitors and other fungicides and with insect growth regulator insecticides may be associated with recent USA honey bee declines. This database archives every application of a spray tank adjuvant with detail that is unprecedented globally. Organosilicone surfactants are good stand alone pesticides, toxic to bees, and are also present in drug and personal care products, particularly shampoos, and thus represent an important component of the chemical landscape to which pollinators and humans are exposed. This mini review is the first to possibly link spray adjuvant use with declining health of honey bee populations.",2016,4,NA,NA,http://dx.doi.org/10.3389/fpubh.2016.00092
wos972,Guy,YES,"Dabney, BL; Patino, R","Low-dose stimulation of growth of the harmful alga, Prymnesium parvum, by glyphosate and glyphosate-based herbicides",HARMFUL ALGAE,"Glyphosate-based herbicides (GBH) are widely used around the globe. While generally toxic to phototrophs, organic phosphorus in glyphosate can become available to glyphosate-resistant phytoplankton and contribute to algal bloom development. Few studies have examined the effects of GBH on growth of eukaryotic microalgae and information for the toxic bloom-forming haptophyte, Prymnesium parvum, is limited. Using a batch-culture system, this study examined the effects on P. parvum growth of a single application of Roundup Weed and Grass Killer Super Concentrate Plus (R) (Roundup SC), Roundup Weed and Grass Killer Ready-to-Use III (R) (Roundup RtU), and technical-grade glyphosate at low concentrations [0-1000 mu g glyphosate acid equivalent (ae) l(-1)]. Roundup formulations differ in the percent of glyphosate as active ingredient (Roundup SC, similar to 50%; Roundup RtU, 2%), allowing indirect evaluation of the influence of inactive ingredients. Roundup SC enhanced exponential growth rate at 10-1000 mu g glyphosate ae l-1, and a positive monotonic association was noted between Roundup SC concentration and early (pre-exponential growth) but not maximum cell density. Glyphosate and both Roundup formulations enhanced growth rate at 100 mu g glyphosate l(-1), but only Roundup SC and glyphosate significantly stimulated early and maximum density. This observation suggests the higher concentration of inactive ingredients and other compounds in Roundup RtU partially counteracts glyphosate-dependent growth stimulation. When phosphate concentration was varied while maintaining other conditions constant, addition of Roundup SC and glyphosate at 100 mu g l(-1) influenced growth more strongly than equivalent changes in phosphate-associated phosphorus. It appears, therefore, that low doses of glyphosate stimulate growth by mechanisms unrelated to the associated small increases in total phosphorus. In conclusion, glyphosate and GBH stimulate P. parvum growth at low, environmentally relevant concentrations. This finding raises concerns about the potential contribution to P. parvum blooms by glyphosate-contaminated runoff or by direct application of GBH to aquatic environments.",2018,80,130,139,http://dx.doi.org/10.1016/j.hal.2018.11.004
wos975,Guy,YES,"Mortl, M; Vehovszky, A; Klatyik, S; Takacs, E; Gyori, J; Szekacs, A","Neonicotinoids: Spreading, Translocation and Aquatic Toxicity",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"Various environmental and ecotoxicological aspects related to applications of neonicotinoid insecticides are assessed. Dosages of neonicotinoids applied in seed coating materials were determined and are compared to other applications (spray and granule). Environmental levels in soils and affecting factors in translocation are discussed. Excretion of neonicotinoids via guttation from coated maize seeds up to two months upon emergence, as well as cross-contamination of plants emerged from non-coated seeds or weeds nearby have been demonstrated. Contamination of surface waters is discussed in scope of a worldwide review and the environmental fate of the neonicotinoid active ingredients and the formulating surfactant appeared to be mutually affected by each other. Toxicity of neonicotinoid active ingredients and formulations on Daphnia magna completed with some investigations of activity of the detoxifying glutathione S-transferase enzyme demonstrated the modified toxicity due to the formulating agents. Electrophysiological results on identified central neurons of the terrestrial snail Helix pomatia showed acetylcholine antagonist (inhibitory) effects of neonicotinoid insecticide products, but no agonist (ACh-like) effects were recorded. These data also suggested different molecular targets (nicotinergic acetylcholine receptors and acetylcholine esterase enzyme) of neonicotinoids in the snail central nervous system.",2020,17,NA,NA,http://dx.doi.org/10.3390/ijerph17062006
wos977,Guy,NO,"Deka, B; Babu, A; Baruah, C; Barthakur, M",Nanopesticides: A Systematic Review of Their Prospects With Special Reference to Tea Pest Management,FRONTIERS IN NUTRITION,"Background: Tea is a natural beverage made from the tender leaves of the tea plant (Camellia sinensis Kuntze). Being of a perennial and monoculture nature in terms of its cultivation system, it provides a stable micro-climate for various insect pests, which cause substantial loss of crop. With the escalating cost of insect pest management and increasing concern about the adverse effects of the pesticide residues in manufactured tea, there is an urgent need to explore other avenues for pest management strategies. Aim: Integrated pest management (IPM) in tea invites an multidisciplinary approach owing to the high pest diversity in the perennial tea plantation system. In this review, we have highlighted current developments of nanotechnology for crop protection and the prospects of nanoparticles (NPs) in plant protection, emphasizing the control of different major pests of tea plantations. Methods: A literature search was performed using the ScienceDirect, Web of Science, Pubmed, and Google Scholar search engines with the following terms: nanotechnology, nanopesticides, tea, and insect pest. An article search concentrated on developments after 1988. Results: We have described the impact of various pests in tea production and innovative approaches on the use of various biosynthesized and syntheric nanopesticides against specific insect pest targets. Simultaneously, we have provided support for NP-based technology and their different categories that are currently employed for the management of pests in different agro-ecosystems. Besides the broad categories of active ingredients (AI) of synthetic insecticides, pheromones and natural resource-based molecules have pesticidal activity and can also be used with NPs as a carriers as alternatives to traditional pest control agents. Finally, the merits and demerits of incorporating NP-based nanopesticides are also illustrated. Conclusions: Nanopesticides for plant protection is an emerging research field, and it offers new methods to design active ingredients amid nanoscale dimensions. Nanopesticide-based formulations have a potential and bright future for the development of more effective and safer pesticide/biopesticides.",2021,8,NA,NA,http://dx.doi.org/10.3389/fnut.2021.686131
wos988,Guy,NO,"Bukovac, MJ; Cooper, JA; Whitmoyer, RE; Brazee, RD",Pesticide delivery: Multiple role of adjuvants in foliar application of systemic compounds,PESTICIDE FORMULATIONS AND DELIVERY SYSTEMS: MEETING THE CHALLENGES OF THE CURRENT CROP PROTECTION INDUSTRY,"The multiple role of adjuvants in spray application of systemic agrochemicals is reviewed with special reference to tree fruits. The spray application process can be viewed as a series of interdependent events, namely formulation, atomization, spray transfer and interaction with the plant surface leading to retention and penetration. Adjuvants play a role in each event for they are used extensively in formulation and as a tank mix during application. They facilitate solubilzation of the active ingredient and modify the physico-chemical properties of the spray solution. The size distribution of the spray may be shifted to a lower or higher VMD by surfactants and drift retardants, respectively. Spray retention and spreading are increased on difficult to wet plant surfaces. Foliar penetration can be increased by stomatal pore infiltration by surfactants that lower surface tension to < 30 mN m(-1). Transcuticular penetration may be depressed by adjuvants that do not penetrate, but reside on the surface, in the spray droplet residue and solubilize/complex the agrochemical in micelles (or other momomer agregrates) and effectively reducing the driving force. Other surfactants penetrate into the cuticle and plasticize the waxes, leading to increased transcuticular diffusion of the active ingredient. Implications for the presence of multiple spray additives in the spray solution and droplet residue on performance of the active ingredient are stressed.",2003,1430,91,107,http://dx.doi.org/10.1520/STP11116S
wos989,Guy,NO,"Ames, J; Miragem, AA; Cordeiro, MF; Cerezer, FO; Loro, VL",Effects of glyphosate on zebrafish: a systematic review and meta-analysis,ECOTOXICOLOGY,"Glyphosate herbicide is widely used in worldwide crop production. Consequently, its active ingredient, surfactants, and adjuvants commonly reach the aquatic ecosystem, thereby harming the biota. An investigation into how this herbicide affects aquatic species is important, especially in fish, as they have the ability to absorb and concentrate toxins. We aimed to evaluate the effects of glyphosate on the embryonic, larval and adult stages of zebrafish (Danio rerio), an appreciable organismal model. In this sense, we performed a meta-analysis using published articles from online databases (PubMed and ScienceDirect), which covered studies published until 2022. From a massive compilation of studies evaluating the effects of active substance glyphosate and Glyphosate-Based Herbicides (GBH) on zebrafish, we selected 36 studies used in downstream analyses. Overall, we report that glyphosate affects developmental stages and demonstrates toxicity and damage in zebrafish. We observed that embryos exposed to glyphosate exhibit increased mortality. There was also an increase in the number of morphological abnormalities related to yolk sac oedema, pericardial oedema, spinal curvature and body malformations, and a decrease in body size was observed. Furthermore, there was a decrease in the number of beats. The biochemical results demonstrated an increase in reactive oxygen species and antioxidant capacity against peroxyl radicals in the gills. The literature shows that glyphosate decreased the distance covered and the mean speed of the animals and increased the number of rotations. We concluded that glyphosate causes damage in the embryonic, larval and adult stages of this species. These results are valid for zebrafish and can be applied to other freshwater fish species.",2022,31,1189,1204,http://dx.doi.org/10.1007/s10646-022-02581-z
wos995,Guy,NO,"Pascoli, M; Jacques, MT; Agarrayua, DA; Avila, DS; Lima, R; Fraceto, LF",Neem oil based nanopesticide as an environmentally-friendly formulation for applications in sustainable agriculture: An ecotoxicological perspective,SCIENCE OF THE TOTAL ENVIRONMENT,"Sustainable agriculture encourages practices that present low risks to the environment and human health. To this end, zein (corn protein) can be used to develop nanocanier systems capable of improving the physicochemical properties of biopesticides, reducing their possible toxicity. Neem oil extracted from the Azadiraclua indica tree contains many active ingredients including azadirachtin, which is the active ingredient in multiple commercially available biopesticides. In this study, we describe the preparation and characterization of neem oil-loaded zein nanoparticles, together with evaluation of their toxicity towards nontarget organisms, using Allium cepa, soil nitrogen cycle microbiota, and Caenorhabditis elegans aiming to achieve the safer by design strategy. the spherical nanoparticles showed an average diameter of 278 +/- 61.5 nm and a good stability during the experiments. In the toxicity assays with A. cepa, the neem oil-loaded zein nanoparticles mitigated the increase in the DNA relative damage index caused by the neem oil. Molecular genetic analysis of the soil nitrogen cycle microbiota revealed that neem oilloaded zein nanoparticles did not change the number of genes which encode nitrogen-fixing enzymes and denitrifying enzymes. In C. elegans, the neem oil-loaded win nanoparticles had no toxic effect, while neem oil interfered with pharyngeal pumping and GST-4 protein expression. These neem oil-loaded zein nanoparticles showed promising results in the toxicity studies, opening perspectives for its use in crop protection in organic agriculture. (C) 2019 Elsevier B.V. All rights reserved.",2019,677,57,67,http://dx.doi.org/10.1016/j.scitotenv.2019.04.345
wos1101,Guy,NO,"Walker, GW; Kookana, RS; Smith, NE; Kah, M; Doolette, CL; Reeves, PT; Lovell, W; Anderson, DJ; Turney, TW; Navarro, DA",Ecological Risk Assessment of Nano-enabled Pesticides: A Perspective on Problem Formulation,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,"Plant protection products containing nanomaterials that alter the functionality or risk profile of active ingredients (nano-enabled pesticides) promise many benefits over conventional pesticide products. These benefits may include improved formulation characteristics, easier application, better targeting of pest species, increased efficacy, lower application rates, and enhanced environmental safety. After many years of research and development, nano-enabled pesticides are starting to make their way into the market. The introduction of this technology raises a number of issues for regulators, including how does the ecological risk assessment of nano-enabled pesticide products differ from that of conventional plant protection products? In this paper, a group drawn from regulatory agencies, academia, research, and the agrochemicals industry offers a perspective on relevant considerations pertaining to the problem formulation phase of the ecological risk assessment of nano-enabled pesticides.",2018,66,6480,6486,http://dx.doi.org/10.1021/acs.jafc.7b02373
wos1119,Guy,NO,"Chen, J; Fine, JD; Mullin, CA",Are organosilicon surfactants safe for bees or humans?,SCIENCE OF THE TOTAL ENVIRONMENT,"Organosilicon surfactants are the most potent adjuvants available for formulating and applying agricultural pesticides and fertilizers, household cleaning and personal care products, dental impressions and medicines. Risk assessment of pesticides, drugs or personal care products that takes into account only active ingredients without the other formulation ingredients and adjuvants commonly used in their application will miss important toxicity outcomes detrimental to non-target species including pollinators and humans. Over a billion pounds of organosilicon surfactants from all uses are produced globally per year, making this a major component of the chemical landscape to which bees and humans are exposed. These silicones, like most inerts, are generally recognized as safe, have no mandated tolerances, and their residues are largely unmonitored. Lack of their public disclosure and adequate analytical methods constrains evaluation of their risk. Organosilicon surfactants, the most super-spreading and -penetrating adjuvants available, at relevant exposure levels impair honey bee learning, are acutely toxic, and in combination with bee viruses cause synergistic mortality. Organosilicon surfactants need to be regulated as a separate class of inerts from the more common silicones. In turn, impacts of organosilicon surfactant exposures on humans need to be evaluated. Silicones in their great diversity probably represent the single most ubiquitous environmental class of global synthetic pollutants. Do honey bees, a model environmental indicator organism, forewarn of hidden risks to humans of ubiquitous silicone exposures? (C) 2017 Elsevier B.V. All rights reserved.",2018,612,415,421,http://dx.doi.org/10.1016/j.scitotenv.2017.08.175
wos1123,Guy,NO,"Sivey, JD; Lehmler, HJ; Salice, CJ; Ricko, AN; Cwiertny, DM",Environmental Fate and Effects of Dichloroacetamide Herbicide Safeners: Inert yet Biologically Active Agrochemical Ingredients,ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS,"Safeners are included in many commercial herbicide formulations to selectively protect crops from injury induced by active ingredients. Despite their bioactivity, safeners are classified as inert from a regulatory perspective, and as such, safeners have received minimal attention in the peer-reviewed literature regarding their environmental fate and effects. Herein, we review what is known about the uses, physicochemical properties, environmental transformations, and (eco)toxicological effects of dichloroacetamide safeners, which represent one of the most commonly used safener classes (estimated use of >2 x 10(6) kg/year in the United States). We particularly highlight transformation pathways that may enhance biological activity and/or persistence; for example, limited studies suggest dichloroacetamides can transform via dechlorination into products with increased bioactivity. We also identify several research needs to improve our understanding of the environmental fate and potential risks of this overlooked agrochemical class, which in turn will enhance the efficacy and safety of future herbicide safener formulations.",2015,2,260,269,http://dx.doi.org/10.1021/acs.estlett.5b00220
wos1125,Guy,NO,"Tann, RS",A review of surfactants used in novel agricultural applications,PESTICIDE FORMULATIONS AND APPLICATION SYSTEMS: 17TH VOLUME,"A review of recent literature found several novel or new applications of surfactants in the agrochemical business. This review of the literature is intended to highlight some of the most recent developments in the industry. Structured liquids and vesicle technology has led to more stable formulations. These formulations generally were not possible several years ago, The development water based systems is emerging technology which has served to breathe new opportunities with the use of surfactants. Water dispersible granule technology has led to several interesting applications of surfactants as well. From heat activated binders to the synergistic role surfactants play in some formulations, the use of surface active materials in water dispersible granules is expanding. Surfactants also are beginning to emerge as an ingredient which can effect the basic biology of the active ingredient. During the review of the literature several citations were found illustrating uses of surfactants in roles such as: reducing eye irritation of the formulation, reducing the phytotoxicity of the formulation, as well as reducing the odor of the formulation. Another important aspect of surfactants has found a new use of foaming agents in insecticide formulations. Several references will be cited where the formulation is formulated to foam upon application of the pesticide.",1997,1328,187,196,http://dx.doi.org/10.1520/STP13841S
wos1152,Guy,NO,"STEVENS, PJG",ORGANOSILICONE SURFACTANTS AS ADJUVANTS FOR AGROCHEMICALS,PESTICIDE SCIENCE,"The literature has been reviewed and 160 references are presented to provide an overview of organosilicones as adjuvants for agrochemicals. Early studies (1973-1981) elucidated the special properties of these compounds, notably their extreme spreading and, by virtue of the exceptionally low surface tensions of their aqueous solutions, the ability to induce infiltration of spray formulations into foliage via stomata. Subsequent research at the New Zealand Forest Research Institute explored these and other properties in-depth, and demonstrated that they enabled the herbicide glyphosate to be used as a cost-effective alternative to 2,4,5-T for the control of forest scrubweeds. As a result, in 1985, 'Silwet' L-77 was the first organosilicone adjuvant to be commercialised, and various other products have subsequently been introduced. The chemistry and synthesis of these organosilicones have been detailed. A mechanistic approach has been adopted to consider the effects of the distinctive properties of organosilicones in each of the processes involved in spray application of agrochemicals. Commencing with spray formulation, the topics of foaming, hydrolytic stability and interactions with co-formulants are discussed. Progressing to spray application, consideration is given to the effects of organosilicones on atomisation and impaction (wetting, adhesion/reflection, spreading, retention/run-off), and the resultant influences on the activity of protectant agrochemicals. An assessment of the use of organosilicones with systemic agrochemicals includes examination of effects on foliar uptake, via both cuticular and stomatal pathways, and the rainfastness which the latter provides. Also considered is the physiological behaviour of organosilicones, specifically phytotoxicity and effects on translocation of active ingredients. The current and potential future use of organosilicones with herbicides, foliar nutrients, growth regulators, insecticides and fungicides is discussed, as is the specificity of their effects. Additionally, the potential application of organosilicone chemistry to adjuvant classes other than the spreader/penetrant type investigated to date is considered. Finally, the issues of registration, handling hazards, both toxicological and chemical, and environmental impact are discussed. The literature reviewed demonstrates the sound science base on which this novel class of organosilicone adjuvant chemistry rests.",1993,38,103,122,http://dx.doi.org/10.1002/ps.2780380206
wos1159,Guy,NO,"Malkomes, HP",Comparison of the effects of differently formulated herbicides on soil microbial activities - a review,ZEITSCHRIFT FUR PFLANZENKRANKHEITEN UND PFLANZENSCHUTZ-JOURNAL OF PLANT DISEASES AND PROTECTION,"In literature only few references could be found on the effects on microbial activities in soil and in vitro of differently formulated herbicides with the same active ingredient. Nevertheless the effects on soil microorganisms of one active ingredient or its formulated preparation often were thought to exist also with other products containing the same active ingredient, but its scientific background still has to be proofed. From some mostly older herbicides like atrazine, barban, 2,4-D, dichlorprop, dinoseb, DNOC, glyphosate, metamitron and paraquat, however, it can be seen that the effects of active ingredients and its formulated preparations as well as those between several preparations may differ. This especially occurs when higher dosages or stronger biocidal compounds were used. Even the formulation additives of pesticides themselves affected soil microorganisms in some cases and, therefore, modified pesticide effects, but only few references are available. Therefore, a marked research deficit can be ascertained in this special part of ecotoxicology.",2000,NA,781,789,NA
wos1168,Guy,NO,"Novotny, E","Glyphosate, Roundup and the Failures of Regulatory Assessment",TOXICS,"Roundup is the most widely used herbicide in agriculture. It contains glyphosate as the 'active ingredient', together with formulants. There are various versions of Roundup, with somewhat different effects depending on the formulants. Most genetically-modified crops are designed to tolerate Roundup, thus allowing spraying against weeds during the growing season of the crop without destroying it. Having been so heavily used, this herbicide is now found in the soil, water, air, and even in humans worldwide. Roundup may also remain as a residue on edible crops. Many studies have found harm to the environment and to health, making it imperative to regulate the use of Roundup and to ensure that its various formulations pose no danger when used in the long-term. Unfortunately, regulators may only assess the 'active ingredient', glyphosate, and ignore the toxicity of the formulants, which can be far more toxic than the active ingredient. This omission is in violation of a ruling by the Court of Justice of the European Union. There are close ties between the regulators and the industry they are supposed to regulate. Objectionable practices include 'revolving doors' between the regulators and the industry, heavy reliance on unpublished papers produced by the industry while dismissing papers published by independent scientists, and strong covert influence on the regulatory process by industry. Although this paper focuses on the European Union (EU), the situation is much the same in the United States.",2022,10,NA,NA,http://dx.doi.org/10.3390/toxics10060321
wos1173,Guy,NO,"Mesnage, R; Benbrook, C; Antoniou, MN",Insight into the confusion over surfactant co-formulants in glyphosate-based herbicides,FOOD AND CHEMICAL TOXICOLOGY,"Glyphosate is the active ingredient in glyphosate-based herbicides (GBHs). Other chemicals in GBHs are presumed as inert by regulatory authorities and are largely ignored in pesticide safety evaluations. We identified the surfactants in a cross-section of GBH formulations and compared their acute toxic effects. The first generation of polyethoxylated amine (POEA) surfactants (POE-tallowamine) in Roundup are markedly more toxic than glyphosate and heightened concerns of risks to human health, especially among heavily-exposed applicators. Beginning in the mid-1990s, first-generation POEM were progressively replaced by other POEA surfactants, ethoxylated etheramines, which exhibited lower non-target toxic effects. Lingering concern over surfactant toxicity was mitigated at least in part within the European Union by the introduction of propoxylated quaternary ammonium surfactants. This class of POEA surfactants are 100 times less toxic to aquatic ecosystems and human cells than previous GBH-POEA surfactants. As GBH composition is legally classified as confidential commercial information, confusion concerning the identity and concentrations of co-formulants is common and descriptions of test substances in published studies are often erroneous or incomplete. In order to resolve this confusion, laws requiring disclosure of the chemical composition of pesticide products could be enacted. Research to understand health implications from ingesting these substances is required.",2019,128,137,145,http://dx.doi.org/10.1016/j.fct.2019.03.053
wos1183,Guy,NO,"Iavicoli, I; Leso, V; Beezhold, DH; Shvedova, AA","Nanotechnology in agriculture: Opportunities, toxicological implications, and occupational risks",TOXICOLOGY AND APPLIED PHARMACOLOGY,"Nanotechnology has the potential to make a beneficial impact on several agricultural, forestry, and environmental challenges, such as urbanization, energy constraints, and sustainable use of resources. However, new environmental and human health hazards may emerge from nano-enhanced applications. This raises concerns for agricultural workers who may become primarily exposed to such xenobiotics during their job tasks. The aim of this review is to discuss promising solutions that nanotechnology may provide in agricultural activities, with a specific focus on critical aspects, challenging issues, and research needs for occupational risk assessment and management in this emerging field. Eco-toxicological aspects were not the focus of the review. Nano-fertilizers, (nano-sized nutrients, nano-coated fertilizers, or engineered metal-oxide or carbon-based nanomaterials per se), and nano-pesticides, (nano-formulations of traditional active ingredients or inorganic nanomaterials), may provide a targeted/controlled release of agrochemicals, aimed to obtain their fullest biological efficacy without over dosage. Nano-sensors and nano-remediation methods may detect and remove environmental contaminants. However, limited knowledge concerning nanomaterial biosafety, adverse effects, fate, and acquired biological reactivity once dispersed into the environment, requires further scientific efforts to assess possible nano-agricultural risks. In this perspective, toxicological research should be aimed to define nanomaterial hazards and levels of exposure along the life-cycle of nano-enabled products, and to assess those physico-chemical features affecting nanomaterial toxicity, possible interactions with agro-system co-formulants, and stressors. Overall, this review highlights the importance to define adequate risk management strategies for workers, occupational safety practices and policies, as well as to develop a responsible regulatory consensus on nanotechnology in agriculture. (C) 2017 Elsevier Inc. All rights reserved.",2017,329,96,111,http://dx.doi.org/10.1016/j.taap.2017.05.025
wos1185,Guy,NO,"Milesi, MM; Lorenz, V; Durando, M; Rossetti, MF; Varayoud, J",Glyphosate Herbicide: Reproductive Outcomes and Multigenerational Effects,FRONTIERS IN ENDOCRINOLOGY,"Glyphosate base herbicides (GBHs) are the most widely applied pesticides in the world and are mainly used in association with GBH-tolerant crop varieties. Indiscriminate and negligent use of GBHs has promoted the emergence of glyphosate resistant weeds, and consequently the rise in the use of these herbicides. Glyphosate, the active ingredient of all GBHs, is combined with other chemicals known as co-formulants that enhance the herbicide action. Nowadays, the safety of glyphosate and its formulations remain to be a controversial issue, as evidence is not conclusive whether the adverse effects are caused by GBH or glyphosate, and little is known about the contribution of co-formulants to the toxicity of herbicides. Currently, alarmingly increased levels of glyphosate have been detected in different environmental matrixes and in foodstuff, becoming an issue of social concern. Some in vitro and in vivo studies have shown that glyphosate and its formulations exhibit estrogen-like properties, and growing evidence has indicated they may disrupt normal endocrine function, with adverse consequences for reproductive health. Moreover, multigenerational effects have been reported and epigenetic mechanisms have been proved to be involved in the alterations induced by the herbicide. In this review, we provide an overview of: i) the routes and levels of human exposure to GBHs, ii) the potential estrogenic effects of glyphosate and GBHs in cell culture and animal models, iii) their long-term effects on female fertility and mechanisms of action, and iv) the consequences on health of successive generations.",2021,12,NA,NA,http://dx.doi.org/10.3389/fendo.2021.672532
wos1190,Guy,NO,"Purkait, A; Hazra, DK",Biodiesel as a carrier for pesticide formulations: a green chemistry approach,INTERNATIONAL JOURNAL OF PEST MANAGEMENT,"This article discusses the present status and future scope of biodiesel as a carrier/diluents and alternative source to hazardous volatile organic compounds for liquid pesticide formulations. Development of user and environment-friendly liquid pesticide formulations for sustainable agriculture is the key focus of today's agrochemical industries. Organic solvents play an important role in ensuring the efficient distribution and delivery of active ingredients (a.i.) during application of liquid pesticide formulations. Presently used petroleum-based solvents have many disadvantages such as low flash points, high volatility, flammability, phytotoxicity, and inhalation problems to users, etc. However, at present it seems that the use of renewable resources, especially plant oils, oils ester (fatty acids alkyl ester) like biodiesel has the capacity to replace the traditional petroleum-based solvents in liquid pesticide formulations with having sustainable characteristics like high flash point, safer storage, transportation and application. Biodiesel which is easily reproducible from waste cooking oil, waste edible oil, animal fat, etc. may be a suitable alternative green solvent for liquid pesticide formulations in the near future.",2020,66,341,350,http://dx.doi.org/10.1080/09670874.2019.1649740
wos1200,Guy,NO,"de Araujo-Ramos, AT; Passoni, MT; Romano, MA; Romano, RM; Martino-Andrade, AJ",Controversies on Endocrine and Reproductive Effects of Glyphosate and Glyphosate-Based Herbicides: A Mini-Review,FRONTIERS IN ENDOCRINOLOGY,"Glyphosate-based herbicides (GBHs) are among the most used pesticides worldwide, presenting high potential for human exposure. Recently, a debate was raised on glyphosate risks to human health due to conflicting views over its potential carcinogenic and endocrine disruptive properties. Results from regulatory guideline studies, reports from Regulatory Agencies, and some literature studies point to a lack of endocrine disrupting properties of the active ingredient glyphosate. On the other hand, many in vivo and in vitro studies, using different experimental model systems, have demonstrated that GBHs can disrupt certain hormonal signaling pathways with impacts on the hypothalamic-pituitary-gonadal axis and other organ systems. Importantly, several studies showed that technical-grade glyphosate is less toxic than formulated GBHs, indicating that the mixture of the active ingredient and formulants can have cumulative effects on endocrine and reproductive endpoints, which requires special attention from Regulatory Agencies. In this mini-review, we discuss the controversies related to endocrine-disrupting properties of technical-grade glyphosate and GBHs emphasizing the reproductive system and its implications for human health.",2021,12,NA,NA,http://dx.doi.org/10.3389/fendo.2021.627210
